angle_deg,seed,set_id,kappa,kr_hat,P32_hat
180,1,2,15.72,2.633,0.9740939712211926
180,1,3,14.31,2.7,1.0881757374408512
180,1,5,25.56,3.233,1.0388008848893837
132,1,1,11.48,2.7,0.9471774019324276
132,1,2,21.53,2.767,1.2445938657384776
132,1,3,13.81,2.567,1.1608252063171105
132,1,5,23.68,3.233,1.0194838921786784
144,1,1,14.12,2.5,0.9350734168954867
144,1,2,21.08,3.233,1.2549022733723
144,1,3,14.62,2.633,1.129773903370492
144,1,5,24.66,3.233,1.038819201860027
168,1,1,14.29,2.633,1.0521411033889776
168,1,2,15.14,2.767,1.3169970492075098
168,1,3,14.05,2.833,1.0873714127108849
168,1,5,24.0,3.233,1.0425953592752715
48,2,1,13.73,2.967,0.7958842941879666
48,2,2,22.29,2.967,1.1856091926062389
48,2,3,10.26,4.033,0.6714416503378399
48,2,5,21.34,3.567,0.9758704315526892
60,2,1,13.71,2.9,0.8333944958300846
60,2,2,21.04,2.767,1.2328329488264995
60,2,3,9.35,3.7,0.7697232228329203
60,2,5,22.66,3.5,1.0716445571088393
72,2,1,13.03,3.233,0.7421368080884932
72,2,2,21.75,2.833,1.278978195145272
72,2,3,8.68,3.5,0.6805231392488011
72,2,5,22.94,3.567,1.0791424614588
108,2,1,9.35,3.5,0.5611495835750436
108,2,2,20.61,2.967,1.2504980219909412
108,2,3,11.44,3.633,0.834685669333827
108,2,5,21.92,3.367,1.0810701942896308
84,2,1,12.52,3.3,0.7069984418972899
84,2,2,20.51,3.033,1.3162790649117828
84,2,3,10.72,3.633,0.6256642861570076
84,2,5,22.95,3.367,1.0611973050614285
156,2,1,12.35,3.167,0.7471299020172201
156,2,2,14.88,2.9,1.0421629576259615
156,2,3,11.18,3.367,0.8846627516984078
156,2,5,23.05,3.567,0.9596938834481121
96,2,1,10.03,3.167,0.6949388792498213
96,2,2,19.48,2.767,1.2595389369277072
96,2,3,11.09,3.7,0.800053130427049
96,2,5,22.86,3.367,1.0482168916395547
132,2,1,12.2,3.3,0.6329755229932013
132,2,2,18.87,2.967,1.187871365982468
132,2,3,10.32,3.633,0.886570419666176
132,2,5,22.25,3.7,1.0997659479151585
120,2,1,9.32,3.3,0.5848889881879079
120,2,2,18.36,2.767,1.2640107628050266
120,2,3,10.43,3.567,0.8584788524825525
120,2,5,22.91,3.5,1.0934249002868646
144,2,1,13.77,3.1,0.6507268916435516
144,2,2,16.51,2.9,1.1757683755914963
144,2,3,10.86,3.567,0.8734377973336506
144,2,5,22.14,3.7,1.0158374865461863
168,2,1,12.48,2.967,0.8283664698905878
168,2,2,11.87,3.033,1.035324898098771
168,2,3,10.35,3.3,0.9324516971181877
168,2,5,23.49,3.567,0.8916468768038439
180,2,1,13.96,2.967,0.8051603888880475
180,2,2,15.72,2.767,1.249946436370972
180,2,3,11.24,3.167,0.8965552530934241
180,2,5,22.97,3.9,0.849954627201266
0,3,1,17.15,2.633,0.8213803100728506
0,3,2,18.55,4.033,0.6003344659447316
0,3,3,11.19,2.9,0.7459965690087086
0,3,5,29.65,2.967,1.091111279249592
12,3,1,17.32,2.633,0.8010091585181907
12,3,2,23.0,3.7,0.6989416269596523
12,3,3,11.01,3.167,0.796548347081613
12,3,5,29.41,3.033,1.10534418484095
36,3,1,16.04,2.7,0.815650955139208
36,3,2,20.77,3.833,0.7761272631891711
36,3,3,11.02,2.833,0.9231051318294423
36,3,5,26.31,2.967,1.068798925947676
84,3,1,15.77,3.1,0.6627817947788683
84,3,2,24.33,3.5,0.8343192531234099
84,3,3,11.44,2.7,0.9409698501955622
84,3,5,27.57,3.033,1.133216551493304
72,3,1,14.23,3.033,0.735257984873339
72,3,2,23.18,4.167,0.8461895914311899
72,3,3,10.65,2.633,1.0726471129959978
72,3,5,28.4,3.1,1.1807562051150466
24,3,1,17.59,2.633,0.7944561845454455
24,3,2,23.1,4.3,0.8167071004957437
24,3,3,9.17,3.1,0.908548261686253
24,3,5,26.83,3.1,1.0460360467225298
60,3,1,16.46,3.167,0.7712467072110545
60,3,2,23.04,4.633,0.8327064311033802
60,3,3,11.04,2.7,1.0248899969441885
60,3,5,26.65,3.1,1.0830846951641728
48,3,1,14.93,2.833,0.8106723714996786
48,3,2,22.73,4.433,0.8127879690493401
48,3,3,11.19,2.967,0.9587631145252733
48,3,5,26.32,2.833,1.1064445312252709
96,3,1,12.77,3.033,0.6970306552194825
96,3,2,23.94,4.367,0.8759000255933024
96,3,3,11.48,2.9,0.9649729371228388
96,3,5,27.97,3.167,1.1529659142054984
108,3,1,11.48,3.167,0.6269931889446033
108,3,2,22.95,4.1,0.8947549577835884
108,3,3,10.99,2.833,1.0319600899482881
108,3,5,28.34,3.3,1.1624929517484046
132,3,1,12.51,3.1,0.5445350341000954
132,3,2,22.84,4.1,0.8854715724670827
132,3,3,10.65,3.3,1.0419644735200728
132,3,5,26.3,3.5,1.015528208855451
120,3,1,11.74,3.1,0.6236178523378337
120,3,2,23.8,3.833,0.8712769666970691
120,3,3,10.55,2.967,1.0331285801792713
120,3,5,28.51,3.3,1.0569620584837474
144,3,1,14.17,3.367,0.5874878310410976
144,3,2,23.93,3.833,0.9304992480260063
144,3,3,10.81,3.167,1.0393290746127675
144,3,5,25.51,3.433,1.0127285034765594
0,4,1,13.1,2.7,0.9006103668885127
0,4,2,20.69,3.5,0.6784669903773556
0,4,3,13.35,2.633,0.7380278551791792
0,4,5,23.67,3.5,0.886031925318604
24,4,1,13.6,2.633,0.8573728185883394
24,4,2,22.81,3.367,0.8430426509049224
24,4,3,11.13,2.767,0.7963360983263996
24,4,5,22.41,4.033,0.7868962424486748
12,4,1,13.71,2.633,0.9166712053162541
12,4,2,24.01,3.633,0.7979169414173944
12,4,3,11.4,2.7,0.7430775205679735
12,4,5,20.3,3.5,0.8581463438090484
36,4,1,14.84,2.567,0.8412765888017097
36,4,2,24.75,3.567,0.7845555561749772
36,4,3,8.34,2.633,0.7895641115525496
36,4,5,21.67,3.9,0.7602546493879497
180,3,1,15.37,3.367,0.7228488262863864
180,3,2,17.38,3.367,0.8576335160167038
180,3,3,11.66,3.1,0.9462562028740653
180,3,5,25.87,3.567,0.9208191480870207
156,3,1,16.38,3.167,0.6246431841656653
156,3,2,20.73,3.7,1.0720335104118797
156,3,3,11.31,2.967,1.0627990618174492
156,3,5,24.95,3.567,0.9972241987091118
168,3,1,14.99,3.633,0.6956756021557584
168,3,2,18.83,3.367,1.0562639287811377
168,3,3,10.58,3.233,1.005250361449879
168,3,5,24.51,3.567,0.949421184792971
48,4,1,14.81,2.567,0.8075582530784393
48,4,2,24.25,3.7,0.7880231523590437
48,4,3,6.49,2.967,0.7906930302718771
48,4,5,21.97,3.967,0.7258782061220013
60,4,1,14.22,2.767,0.7855361454773812
60,4,2,22.99,3.433,0.8219123812733814
60,4,3,6.72,2.967,0.8548125822445616
60,4,5,22.06,3.567,0.8148727079700808
72,4,1,15.57,2.833,0.686418430872777
72,4,2,21.85,3.7,0.8844260040147551
72,4,3,8.26,3.3,0.7675001843779583
72,4,5,23.9,3.767,0.8625039389810436
84,4,1,13.6,2.833,0.6975340673218439
84,4,2,21.3,3.567,0.8664048498232617
84,4,3,8.92,2.967,0.7797706320616845
84,4,5,22.9,3.633,0.925617438267092
156,4,1,13.3,2.9,0.8019051833989383
156,4,2,16.52,3.567,0.6028145147349688
156,4,3,11.6,2.9,0.9199702393549063
156,4,5,26.11,3.233,1.0458964528202583
96,4,1,9.44,3.433,0.5521819411199375
96,4,2,21.37,3.3,0.8265864268156097
96,4,3,9.22,2.967,0.8430536894866448
96,4,5,21.98,3.5,0.9624349188092612
108,4,1,8.5,3.367,0.4688122134625602
108,4,2,22.7,3.433,0.847298888504118
108,4,3,8.56,2.9,0.854003026444301
108,4,5,22.69,3.367,1.0187601778251654
168,4,1,14.84,2.833,0.8209202045476482
168,4,2,15.55,3.1,0.4779494473665047
168,4,3,12.2,2.9,0.8761917988888033
168,4,5,23.46,2.967,1.0245029089225595
180,4,1,13.62,2.7,0.8301122787920979
180,4,2,18.74,3.767,0.5802031851668265
180,4,3,12.07,2.9,0.8922671946395672
180,4,5,24.8,3.033,1.0353992794818683
120,4,1,9.31,3.5,0.609958790604901
120,4,2,23.05,3.3,0.8679272721871533
120,4,3,10.04,2.967,0.9163741812985043
120,4,5,24.03,3.233,1.05269115547537
132,4,1,11.66,3.167,0.6063843409643267
132,4,2,21.4,3.3,0.8227238044449375
132,4,3,10.55,3.033,0.9047932100464134
132,4,5,24.22,3.167,1.0213421716745839
144,4,1,13.53,2.9,0.6678427290342102
144,4,2,19.96,3.633,0.7055208431155755
144,4,3,10.79,3.033,0.9189058111120112
144,4,5,25.36,3.167,1.0779695989783171
0,5,1,14.2,3.167,0.6399816548550841
0,5,2,16.99,2.9,1.0096462006259899
0,5,3,11.39,3.033,0.9073068165014729
0,5,5,24.91,3.767,0.8009919126790181
12,5,1,14.19,3.167,0.6829713839434511
12,5,2,20.65,2.833,1.1698262786008273
12,5,3,11.78,3.167,0.9268709835553448
12,5,5,25.73,3.5,0.8689348749202919
24,5,1,12.91,3.233,0.6910307534377024
24,5,2,20.71,2.967,1.1166144896969674
24,5,3,12.36,2.833,0.9353645084917417
24,5,5,24.39,3.9,0.9150088669159345
84,5,1,10.77,3.3,0.685267753907044
84,5,2,20.86,3.033,1.0587600001021122
84,5,3,11.58,3.233,0.7326204375675005
84,5,5,25.63,3.433,1.0915883346349646
48,5,1,12.24,3.1,0.7051869109942335
48,5,2,22.17,3.1,1.0126733346658792
48,5,3,11.28,3.767,0.7830488737528182
48,5,5,21.97,3.567,0.9831078375734776
96,5,1,8.86,3.233,0.7423800653724825
96,5,2,24.32,3.167,1.0829139140886073
96,5,3,13.05,3.567,0.7267553829376426
96,5,5,26.42,3.433,1.0643850452826162
72,5,1,10.87,3.3,0.7547589989272253
72,5,2,21.75,3.033,1.0385063745099798
72,5,3,10.55,3.3,0.7307299586438195
72,5,5,25.31,3.5,1.0815212144035975
108,5,1,7.95,3.233,0.5916559182787902
108,5,2,21.2,3.233,1.0841098671782776
108,5,3,13.34,3.233,0.7332412538595332
108,5,5,24.49,3.5,1.088816980524535
120,5,1,9.11,3.167,0.6269512510298405
120,5,2,21.6,3.1,1.1484370760227653
120,5,3,14.97,3.433,0.8136116911804908
120,5,5,25.67,3.567,1.0614808066748924
36,5,1,12.43,3.033,0.6956605530737919
36,5,2,21.45,3.167,1.0679625573331002
36,5,3,11.9,3.3,0.9614711119979799
36,5,5,26.5,3.7,0.9677558234881858
60,5,1,11.07,3.033,0.7323296146530066
60,5,2,20.44,3.167,1.0599663952184781
60,5,3,10.67,3.1,0.7871003979984316
60,5,5,23.65,3.433,1.053839403438135
132,5,1,10.7,3.233,0.6729378154334676
132,5,2,21.56,2.833,1.1006024263724443
132,5,3,14.5,3.5,0.8952417352380617
132,5,5,23.62,3.833,1.0592401044362856
144,5,1,14.41,3.167,0.6076088613597996
144,5,2,20.5,2.967,1.0544953763218377
144,5,3,12.91,3.167,0.9234188295567317
144,5,5,23.73,3.9,0.9780301822851829
156,5,1,12.32,3.1,0.6327934620024329
156,5,2,18.78,3.1,0.9206215243187165
156,5,3,12.15,3.3,0.9451226440191608
156,5,5,24.44,3.967,0.8670268339405042
0,6,1,13.71,2.9,0.7925335557531319
0,6,2,15.51,2.7,0.9755105265949966
0,6,3,12.99,3.367,0.6522686682864249
0,6,5,26.54,3.3,0.9712560650790438
24,6,1,14.23,2.967,0.8324671542046734
24,6,2,19.14,2.967,1.1386732858296433
24,6,3,11.79,3.367,0.504217905185553
24,6,5,26.34,3.3,0.9760562011438304
180,5,1,15.32,3.1,0.7523836431675416
180,5,2,18.07,2.9,0.981695294714289
180,5,3,11.4,3.433,0.8858309765516017
180,5,5,24.2,3.967,0.7931390080907177
12,6,1,14.4,3.033,0.7783304254457698
12,6,2,22.7,2.967,1.0778977725954109
12,6,3,12.09,2.967,0.6336967443680973
12,6,5,26.1,3.3,1.0024867501320234
168,5,1,13.86,2.833,0.7025839087346198
168,5,2,14.91,3.033,0.9057036094290947
168,5,3,11.27,2.967,0.9076045630258142
168,5,5,24.84,3.833,0.8580558977621074
48,6,1,13.87,2.767,0.7972560971248804
48,6,2,22.48,2.833,1.1063717493233782
48,6,3,8.38,2.9,0.490228942461826
48,6,5,24.36,3.3,0.967844916512188
60,6,1,14.06,3.033,0.74015349690465
60,6,2,23.6,3.033,1.1220861319745723
60,6,3,7.75,3.233,0.5641378272225092
60,6,5,25.58,3.367,0.9807819830893425
36,6,1,13.66,2.833,0.8064711895686036
36,6,2,21.05,2.967,1.121851959338028
36,6,3,10.33,3.167,0.5449233544728073
36,6,5,23.48,3.167,0.9308898547707333
72,6,1,13.93,3.033,0.7329072203549961
72,6,2,24.52,2.967,1.074868142954725
72,6,3,8.85,3.167,0.62633251520519
72,6,5,25.08,3.1,1.116842095224135
84,6,1,13.66,2.967,0.6840511421443072
84,6,2,24.11,3.1,1.083533985092544
84,6,3,10.81,3.367,0.5314049349728995
84,6,5,24.18,3.033,1.1268658792801642
96,6,1,14.15,3.033,0.6106241224337005
96,6,2,25.6,3.167,1.0345903555544573
96,6,3,15.9,3.767,0.5321760035334571
96,6,5,24.12,3.033,1.2183512984937854
108,6,1,11.64,3.233,0.6419233842724978
108,6,2,26.92,2.967,0.971990524117787
108,6,3,14.22,3.633,0.5743301216080451
108,6,5,24.73,3.167,1.260565932546735
132,6,1,13.35,3.567,0.6392238550087518
132,6,2,22.03,2.9,0.863484430230952
132,6,3,11.79,3.633,0.5925965791445448
132,6,5,22.76,3.233,1.1372852873343
120,6,1,10.83,3.233,0.6051390253156349
120,6,2,19.48,3.033,0.9160100591528658
120,6,3,13.36,3.433,0.6113814355764339
120,6,5,23.04,3.1,1.1689201322397176
168,6,1,13.73,3.367,0.6914150692257099
168,6,2,22.16,3.1,0.6797385717443525
168,6,3,12.7,3.567,0.6570828407526513
168,6,5,22.43,3.5,1.092601502204129
156,6,1,15.09,3.5,0.6486427461638534
156,6,2,33.4,2.5,0.6397761313071487
156,6,3,12.5,3.5,0.6467568688423077
156,6,5,23.49,3.367,1.1175601148232481
180,6,1,13.55,3.033,0.6869556025542797
180,6,2,23.0,3.033,0.8908769665529461
180,6,3,12.14,3.167,0.6709865465227832
180,6,5,20.98,3.833,0.9680646998225072
144,6,1,14.39,3.367,0.6266520463924486
144,6,2,26.88,3.167,0.6662984590547661
144,6,3,11.41,3.567,0.6186451415441777
144,6,5,23.91,3.233,1.1185625502806913
0,7,1,14.01,3.167,0.682579121535449
0,7,2,17.68,3.233,0.7351781219909612
0,7,3,10.6,3.1,1.0916694452233222
0,7,5,23.05,3.633,0.9218580289998392
12,7,1,15.57,3.233,0.7052321175557987
12,7,2,20.26,3.5,0.8552828959077069
12,7,3,11.83,2.833,1.0214872153057046
12,7,5,20.06,3.433,0.8316990085287548
24,7,1,14.51,3.3,0.6733186063352088
24,7,2,21.76,3.367,0.9624881135794696
24,7,3,12.27,3.1,0.9405471912786898
24,7,5,22.97,3.967,0.8444730112335527
36,7,1,14.62,3.167,0.6519250279971182
36,7,2,21.68,3.233,1.0216562425771516
36,7,3,9.93,3.167,0.8938025862043965
36,7,5,22.56,3.567,0.7830722118468323
48,7,1,14.68,3.3,0.6227137482080252
48,7,2,21.6,2.9,1.035780217024346
48,7,3,8.73,2.7,0.8499442368609029
48,7,5,22.94,3.767,0.6722743168183601
60,7,1,14.68,3.567,0.6409746956410809
60,7,2,20.23,2.767,1.1226733615304652
60,7,3,8.36,2.833,1.0291906884708326
60,7,5,24.58,3.433,0.7410734760052097
72,7,1,12.92,3.233,0.6175813646514186
72,7,2,20.07,2.433,1.2596869332133371
72,7,3,9.06,2.833,0.8008394470263485
72,7,5,26.76,3.567,0.8905031253360913
96,7,1,9.61,3.233,0.5440695518792031
96,7,2,20.11,2.5,1.3458113435561545
96,7,3,11.42,2.9,1.0961014427145188
96,7,5,22.25,3.3,1.0012257383545773
84,7,1,12.19,3.233,0.5586023727356587
84,7,2,19.81,2.567,1.3202315536044626
84,7,3,9.76,2.9,0.9223267625423336
84,7,5,23.84,3.433,0.9485398882261566
120,7,1,9.27,3.5,0.49546012447670706
120,7,2,19.26,2.433,1.2759001108299013
120,7,3,11.18,2.767,1.0847510002098504
120,7,5,23.41,3.1,1.1513551393063117
132,7,1,10.4,3.233,0.5995445900295234
132,7,2,22.91,2.567,1.2188629466418661
132,7,3,12.19,2.967,1.0252232296195527
132,7,5,23.64,2.967,1.1078231077328908
108,7,1,7.67,3.233,0.37763393930257017
108,7,2,21.93,2.433,1.3589698749295507
108,7,3,10.89,2.833,1.0981368753218759
108,7,5,22.49,3.167,1.0800303553123285
144,7,1,12.04,3.3,0.6426502823823833
144,7,2,19.95,2.833,1.203857766313284
144,7,3,12.35,3.033,0.993822334991695
144,7,5,23.82,3.033,1.1713481367632563
156,7,1,14.24,3.033,0.6896463539713485
156,7,2,14.71,2.833,1.0322179369420983
156,7,3,12.48,2.9,0.9307494830059668
156,7,5,24.81,3.1,1.1424700373251446
168,7,1,15.84,2.967,0.7378498556521925
168,7,2,13.84,2.367,0.7491616163831342
168,7,3,11.69,3.167,0.9442495743339112
168,7,5,21.73,2.9,1.073904111460236
36,8,1,15.33,3.033,0.7340010269515559
36,8,2,19.2,3.167,0.8583559171642703
36,8,3,12.33,2.7,1.0992587317445373
36,8,5,24.05,3.433,0.9995347261141192
24,8,1,14.9,3.1,0.7147859942534374
24,8,2,17.85,3.5,0.7975122618726532
24,8,3,12.6,2.767,1.0437066589006225
24,8,5,22.88,3.633,1.038320359964895
180,7,1,16.61,2.9,0.7196222964697587
180,7,2,16.76,2.833,0.8177458321449269
180,7,3,11.29,3.167,0.9577773844417702
180,7,5,23.07,2.833,1.0795353022885081
72,8,1,13.4,2.967,0.7158208654524119
72,8,2,19.71,3.1,0.9561200199480896
72,8,3,12.27,2.567,1.0331346259545253
72,8,5,23.61,3.167,1.10570630140405
0,8,1,14.68,3.033,0.6862654037024808
0,8,2,16.23,3.367,0.6341311722238447
0,8,3,12.22,2.833,1.062324553406718
0,8,5,22.37,3.7,0.930433090652108
12,8,1,16.37,3.1,0.6964127840718017
12,8,2,18.94,3.433,0.7737433908094764
12,8,3,13.34,3.033,1.0672623091019813
12,8,5,22.14,3.433,0.9284549867413765
60,8,1,13.19,3.1,0.7371647127991361
60,8,2,19.7,3.3,0.985826153375524
60,8,3,10.81,2.633,1.2472598804886916
60,8,5,20.45,3.233,1.0827177730880588
48,8,1,13.92,2.833,0.73455262456222
48,8,2,19.01,3.167,0.959748498808205
48,8,3,10.33,2.7,1.183841473841837
48,8,5,21.01,3.433,1.021908334652456
84,8,1,12.17,3.033,0.713701063910439
84,8,2,17.52,3.1,0.9998420781705105
84,8,3,13.82,2.633,0.9413988739133818
84,8,5,24.59,3.233,1.1457642054001163
96,8,1,10.75,2.833,0.7306273112696502
96,8,2,18.79,2.833,1.0364983273180255
96,8,3,14.99,2.567,0.9274341866832947
96,8,5,25.51,3.3,1.1014117010033846
108,8,1,10.54,2.967,0.762258149045763
108,8,2,19.19,2.833,1.0673828513761598
108,8,3,15.14,2.833,0.8870167511528223
108,8,5,24.86,3.3,1.1401821747189957
132,8,1,13.61,3.3,0.5981222512081014
132,8,2,20.58,2.833,1.0428205307671787
132,8,3,16.75,2.767,0.8986560981389
132,8,5,23.87,3.433,1.1493723985727347
120,8,1,11.25,2.967,0.6582181944235231
120,8,2,19.71,2.767,1.0693835916610457
120,8,3,16.97,2.767,0.8729630869810938
120,8,5,25.13,3.367,1.1341420650567478
144,8,1,14.53,2.967,0.7499665328761026
144,8,2,18.98,2.5,1.0471123034699894
144,8,3,16.26,2.967,0.896655102965872
144,8,5,23.76,3.433,1.131524710647814
36,9,1,13.6,3.1,0.7411983277918295
36,9,2,18.8,2.9,1.0351306660507187
36,9,3,10.11,3.7,0.606506033334084
36,9,5,23.03,2.833,1.1544482726248322
12,9,1,14.74,3.1,0.8338274004006777
12,9,2,16.4,2.967,0.9691318503107555
12,9,3,11.75,3.567,0.6588950429698835
12,9,5,23.33,3.1,1.1590082524960421
24,9,1,14.44,3.033,0.7971138216454818
24,9,2,17.4,2.9,0.9805268076664191
24,9,3,11.79,3.833,0.6372099084643936
24,9,5,24.49,2.9,1.10852244647399
0,9,1,14.16,2.967,0.8213671525438014
0,9,2,14.93,2.567,0.8965680523698154
0,9,3,13.39,3.433,0.7747474904328091
0,9,5,23.67,3.3,1.0941515635323245
180,8,1,15.05,2.833,0.9503357380809452
180,8,2,19.49,2.7,0.8146309205856277
180,8,3,13.58,2.7,0.8721967499577465
180,8,5,25.25,3.367,0.8964697714114348
168,8,1,13.65,2.7,0.9104098734507327
168,8,2,13.85,2.7,0.8794101366358602
168,8,3,14.95,2.9,0.8789075733068534
168,8,5,23.94,3.233,1.0120115957868043
156,8,1,13.46,2.7,0.8496365054354383
156,8,2,21.25,2.633,1.1771956723964936
156,8,3,15.4,2.833,0.8820875499230064
156,8,5,23.98,3.367,1.0901169075600528
48,9,1,14.04,3.1,0.7276014527119201
48,9,2,16.46,2.967,1.0237266701003227
48,9,3,8.15,3.367,0.631958049859164
48,9,5,22.94,2.9,1.149663090680305
60,9,1,13.85,3.1,0.717028713091306
60,9,2,17.4,3.033,1.0543615700465359
60,9,3,8.58,3.3,0.7421902710804706
60,9,5,24.53,2.967,1.1023263421471865
72,9,1,15.47,3.5,0.5929835231812249
72,9,2,18.92,2.9,0.9933092020468326
72,9,3,9.2,3.3,0.8075318373380372
72,9,5,22.13,2.9,1.1634806992911388
84,9,1,14.42,3.433,0.5871201116901058
84,9,2,21.76,2.9,0.9623070654524682
84,9,3,10.16,3.1,0.8563847064042623
84,9,5,22.55,2.967,1.1659720233583446
108,9,1,11.55,3.7,0.5838517542110584
108,9,2,23.88,2.633,0.913820983558359
108,9,3,11.9,3.233,0.8668258173900034
108,9,5,21.35,3.033,1.2271109847694863
96,9,1,14.43,3.433,0.578873196118084
96,9,2,20.59,2.7,0.9176733821298917
96,9,3,10.14,3.3,0.8612101962184163
96,9,5,20.65,2.967,1.1871766252202642
120,9,1,11.38,3.3,0.5454809167621277
120,9,2,22.62,2.767,0.9885540768020242
120,9,3,11.33,3.433,0.8994794371286498
120,9,5,20.36,2.967,1.1387918308434262
132,9,1,14.88,3.3,0.7005512783436135
132,9,2,25.53,2.5,1.0078809189415108
132,9,3,12.1,3.433,0.8851884661764027
132,9,5,21.25,3.033,1.1244054139737427
156,9,1,14.36,3.1,0.7441165347208318
156,9,2,23.32,2.3,0.9264894388221651
156,9,3,12.22,3.3,0.8722247659623067
156,9,5,21.78,3.033,1.145125823116963
144,9,1,15.21,2.967,0.7133026110941071
144,9,2,23.81,2.633,1.0181678320658585
144,9,3,13.07,3.367,0.8753704231333637
144,9,5,21.23,3.1,1.1151645786396067
180,9,1,14.43,2.9,0.7608544072844267
180,9,2,18.84,2.567,1.1372423647634726
180,9,3,12.51,2.833,0.8606942053576364
180,9,5,19.59,3.167,1.0832598090317875
168,9,1,14.93,2.833,0.7453884874301532
168,9,2,16.98,2.433,0.8773067070040673
168,9,3,12.33,3.3,0.87916663561831
168,9,5,21.0,3.233,1.1118292155783103
24,10,1,14.78,3.233,0.5708776011642229
24,10,2,19.87,2.9,0.9518338154928508
24,10,3,11.46,3.567,0.7026377138155108
24,10,5,23.21,3.767,0.8598711403782698
0,10,1,13.0,3.5,0.6597451513362544
0,10,2,15.21,2.633,1.0120378137504071
0,10,3,12.48,3.167,0.7617141402738806
0,10,5,23.89,3.7,0.8753683227794256
48,10,1,14.23,3.567,0.5348044500064534
48,10,2,18.75,2.9,0.9175809960752663
48,10,3,7.7,2.767,0.8666482037382129
48,10,5,21.8,3.5,0.6971435609689552
12,10,1,13.61,3.433,0.6198551031289228
12,10,2,19.04,2.833,0.8431648389047445
12,10,3,12.39,3.567,0.777285377520518
12,10,5,23.23,3.367,0.8490348086650324
84,10,1,13.89,3.3,0.5805265347259665
84,10,2,18.43,3.233,0.8693064859475663
84,10,3,10.24,2.567,0.7899594325159336
84,10,5,22.25,3.5,0.8795983365561872
72,10,1,12.24,3.433,0.5930771918881262
72,10,2,18.14,3.233,0.92409174132801
72,10,3,8.41,2.633,0.8551803066556618
72,10,5,22.92,3.767,0.8476269669332755
96,10,1,10.82,3.3,0.6757174037664111
96,10,2,18.72,3.3,0.8036512226179231
96,10,3,10.12,2.633,0.7451645816598267
96,10,5,21.9,3.367,0.8696261434619875
60,10,1,13.34,3.567,0.5646818869835453
60,10,2,18.6,3.033,0.959603213888072
60,10,3,7.38,2.767,0.8844355980749711
60,10,5,21.86,3.5,0.7128641203375791
108,10,1,8.1,3.633,0.4783368014520488
108,10,2,20.64,3.433,0.7636192218192701
