angle_deg,seed,set_id,kappa,kr_hat,P32_hat
108,10,3,12.18,3.1,0.8205580337522351
108,10,5,23.62,3.367,0.8752332405987036
36,10,1,13.62,3.3,0.5639901705612165
36,10,2,18.67,2.967,0.9171460199597378
36,10,3,9.9,3.433,0.7589415116409935
36,10,5,23.51,3.567,0.8371515149387734
132,10,1,11.86,3.567,0.5819941213846314
132,10,2,20.72,3.833,0.733073572824853
132,10,3,12.36,3.1,0.9445068330556929
132,10,5,24.05,3.3,0.8813277079176386
120,10,1,9.92,4.167,0.5598371943498017
120,10,2,20.24,4.033,0.7185530493786216
120,10,3,12.76,3.033,0.834934795640005
120,10,5,24.71,3.367,0.9159210875705073
0,11,1,12.66,2.967,0.6562401703627165
0,11,2,17.74,3.367,0.8167430667041874
0,11,3,10.5,2.7,0.9181557295465239
0,11,5,22.62,4.033,0.9891898775780247
168,10,1,16.18,3.233,0.6610645673070769
168,10,2,12.79,3.033,0.616156624370279
168,10,3,11.96,3.167,0.8247992802283616
168,10,5,22.31,3.367,0.9469444663739229
36,11,1,13.14,3.233,0.6530400715954637
36,11,2,18.6,2.967,0.9440759975746046
36,11,3,10.26,3.033,0.7443099157885918
36,11,5,26.0,3.567,1.0075917355879576
156,10,1,15.3,3.167,0.6336389050434317
156,10,2,14.39,4.633,0.5258294867276431
156,10,3,11.61,3.033,0.9123158769369157
156,10,5,25.25,3.433,0.9405941544777492
24,11,1,12.58,3.3,0.6554615706879133
24,11,2,21.49,3.233,0.8958200726254465
24,11,3,10.52,2.567,0.7903801070175772
24,11,5,24.11,3.767,1.0567640318872116
144,10,1,13.0,3.433,0.5712933075675685
144,10,2,19.77,3.767,0.6033479558441442
144,10,3,12.23,3.033,0.9636677691064386
144,10,5,23.88,3.433,0.9529334720346423
180,10,1,15.21,3.233,0.6681962032192155
180,10,2,14.29,3.3,0.6675679094594319
180,10,3,11.84,3.367,0.801817038427293
180,10,5,23.83,3.1,0.8993592659777846
12,11,1,12.48,3.033,0.6636961045760542
12,11,2,20.75,3.167,0.9062083256496666
12,11,3,9.65,2.767,0.8389083719271221
12,11,5,23.06,3.767,0.9075793285967273
48,11,1,12.84,2.767,0.6423040128605206
48,11,2,18.42,3.233,1.0935320954628014
48,11,3,10.09,2.967,0.7652621826943824
48,11,5,23.37,3.433,0.9146754144866128
60,11,1,13.97,2.833,0.6253029864414186
60,11,2,19.93,3.1,1.1430769964217744
60,11,3,9.32,2.5,0.8817004932545064
60,11,5,22.65,3.3,1.0018432211615218
72,11,1,13.47,2.7,0.6323796258314897
72,11,2,21.46,2.767,1.2271132888124863
72,11,3,11.72,2.633,0.7749882729609023
72,11,5,25.61,3.167,1.0394027172237723
84,11,1,12.46,2.967,0.7167979364064934
84,11,2,22.38,2.767,1.3199756738241761
84,11,3,13.85,2.767,0.8208907829322811
84,11,5,25.3,3.233,1.0750456140621756
144,11,1,12.42,3.1,0.78987129948108
144,11,2,24.15,2.767,1.308747186268969
144,11,3,8.84,2.5,0.9685718693338291
144,11,5,24.18,3.5,1.0380698954457883
96,11,1,11.29,2.633,0.7062895717240556
96,11,2,25.01,2.7,1.3730872472698126
96,11,3,13.3,2.567,0.7820859953874544
96,11,5,27.39,3.233,1.02459376710977
168,11,1,12.29,2.967,0.8806795534398786
168,11,2,16.0,2.833,1.2515360118604995
168,11,3,11.25,2.567,1.0516425073817568
168,11,5,22.75,3.5,0.9052307559504266
156,11,1,12.58,2.833,0.8086531091447395
156,11,2,17.4,2.633,1.1965433332541295
156,11,3,9.64,2.633,1.0118301987321046
156,11,5,23.28,3.5,0.9355752859213174
132,11,1,11.89,2.967,0.6290234138183247
132,11,2,26.51,2.7,1.2795084799964436
132,11,3,8.53,2.567,0.9104236795786469
132,11,5,23.88,3.433,1.0580928110683652
108,11,1,9.26,2.9,0.7320090625940012
108,11,2,24.45,2.633,1.3549180227885516
108,11,3,11.78,2.967,0.8244931805135749
108,11,5,25.66,3.433,1.0896811825735382
120,11,1,10.44,3.033,0.7392704127531673
120,11,2,26.47,2.7,1.2585761709530414
120,11,3,9.55,2.767,0.8553165355320341
120,11,5,24.79,3.567,1.0657203108243936
180,11,1,13.21,2.833,0.8677322757915673
180,11,2,16.45,3.033,0.8827070931328527
180,11,3,11.47,2.7,1.0523583035983384
180,11,5,24.45,3.9,0.8273141289310784
60,12,1,14.33,2.833,0.8398968741565062
60,12,2,16.84,2.7,1.2056041298128692
60,12,3,8.32,2.9,0.7924074773575891
60,12,5,24.34,2.967,1.1893507251958975
24,12,1,14.63,2.833,0.8806091480213866
24,12,2,16.07,2.767,1.2218875764179349
24,12,3,13.21,2.9,0.8870842276928366
24,12,5,23.2,2.967,1.1573350523947625
12,12,1,15.06,2.767,0.8615789499940604
12,12,2,17.58,2.767,1.253942935894357
12,12,3,13.78,2.767,0.9554797102186903
12,12,5,22.13,3.1,1.1976487628876582
72,12,1,15.56,2.967,0.7716472368837236
72,12,2,16.96,2.633,1.1466587831233643
72,12,3,11.27,2.9,0.8436195914865892
72,12,5,22.24,2.833,1.2196548537572638
0,12,1,14.63,2.833,0.7887384916308283
0,12,2,13.13,2.9,1.156339484797593
0,12,3,12.94,2.9,0.95660189953671
0,12,5,22.48,3.367,1.0928353044918162
36,12,1,14.52,2.9,0.8428857939629683
36,12,2,17.09,2.767,1.2901764222667498
36,12,3,11.65,2.633,0.8047625178878128
36,12,5,24.32,3.033,1.1571228611909503
84,12,1,14.11,3.167,0.7220090618415715
84,12,2,15.13,2.633,1.0774264149676993
84,12,3,13.4,3.033,0.79983542379179
84,12,5,22.66,2.9,1.2109840550965485
96,12,1,11.38,2.967,0.7030179740669527
96,12,2,15.41,2.7,1.003994004020792
96,12,3,14.75,2.7,0.7724284220781357
96,12,5,21.88,2.9,1.2751162294795495
48,12,1,14.52,2.967,0.8408505347999256
48,12,2,17.84,2.633,1.2378225136209087
48,12,3,11.13,2.967,0.9692437860580353
48,12,5,24.69,3.033,1.2300626325790904
108,12,1,10.9,3.233,0.6681185591200421
108,12,2,15.53,2.7,0.9510290845876409
108,12,3,14.61,2.967,0.7835363707372003
108,12,5,19.97,2.967,1.2760980462823992
120,12,1,12.14,3.233,0.6043207068433305
120,12,2,14.13,2.967,0.8464408066495646
120,12,3,13.92,3.3,0.7878264712164438
120,12,5,19.81,2.9,1.2251220019583156
168,12,1,15.42,2.9,0.8648707560509644
168,12,2,12.56,2.833,0.7926348236746915
168,12,3,14.2,3.7,0.7657462574638976
168,12,5,20.8,3.1,1.130948123526654
156,12,1,14.67,2.767,0.880145499936884
156,12,2,17.58,3.033,0.8337868936934519
156,12,3,13.45,3.433,0.8168409826432407
156,12,5,21.23,3.033,1.2760900948504996
24,13,1,14.02,2.767,0.8819702923871527
24,13,2,33.78,2.833,1.1656834619656264
24,13,3,11.4,2.833,0.8860871730722554
24,13,5,18.66,3.567,0.8990181695160079
36,13,1,13.81,2.767,0.9160463483110344
36,13,2,33.98,2.833,1.032311684830123
36,13,3,10.98,3.033,0.8339406105640151
36,13,5,20.75,3.433,0.8624716034527152
12,13,1,14.04,2.9,0.9136401614746053
12,13,2,30.83,2.7,1.1423523304178094
12,13,3,10.69,3.033,0.8779216121084398
12,13,5,21.4,3.7,0.8269013867331705
180,12,1,14.48,2.833,0.8439040058215771
180,12,2,14.83,2.967,0.7572013137421565
180,12,3,12.28,3.233,0.7323899866356534
180,12,5,19.83,3.167,1.1246071275397271
0,13,1,14.41,2.833,0.8705026212373262
0,13,2,19.3,2.9,0.9815680012019525
0,13,3,11.06,3.1,0.8835737291183329
0,13,5,23.17,4.1,0.8294582249253647
132,12,1,14.72,2.967,0.8519071442324346
132,12,2,16.81,2.833,0.8334113588537788
132,12,3,13.46,3.367,0.8164186321796524
132,12,5,19.8,2.9,1.226122585790533
144,12,1,14.75,2.7,0.8326364031169097
144,12,2,19.67,2.767,0.7784162241133897
144,12,3,14.58,3.367,0.8275818298394088
144,12,5,20.15,2.967,1.2340574610969477
48,13,1,13.68,2.9,0.9063776791014084
48,13,2,32.08,2.967,0.9942509974351113
48,13,3,8.39,2.7,0.7205997736634598
48,13,5,22.71,3.367,0.828608213177245
60,13,1,12.58,2.967,0.8766593784053646
60,13,2,31.2,2.967,0.9674039291025394
60,13,3,8.23,3.233,0.6083062569280762
60,13,5,21.17,3.567,0.7840279979125917
72,13,1,12.33,3.033,0.8310859897911982
72,13,2,28.62,3.1,0.9729628896043494
72,13,3,8.53,3.633,0.6084833904590324
72,13,5,21.68,3.767,0.8607272243690485
84,13,1,12.53,2.833,0.6602659208362255
84,13,2,28.31,2.9,0.9851576449523318
84,13,3,9.33,3.3,0.6502871198072055
84,13,5,23.2,3.633,0.8763847031302482
96,13,1,10.77,2.833,0.8200464806162083
96,13,2,26.87,3.033,0.992162355968138
96,13,3,10.35,3.433,0.7567938909271806
96,13,5,22.65,3.7,0.8475584440114486
120,13,1,10.03,2.633,1.078195468856415
120,13,2,22.68,3.033,0.9888702883286848
120,13,3,12.39,3.567,0.8479932699755557
120,13,5,24.9,3.567,0.858161304430175
108,13,1,9.53,2.633,0.9178381694639266
108,13,2,26.09,3.1,1.0025683066756006
108,13,3,11.34,3.433,0.8610592852031163
108,13,5,24.75,3.633,0.8374926857420184
144,13,1,12.54,2.433,1.047604525497677
144,13,2,20.62,2.9,0.7067412158780658
144,13,3,13.5,3.167,0.8736560706838882
144,13,5,22.9,3.633,0.9520033798077404
156,13,1,13.1,2.5,1.03562577224725
156,13,2,22.4,3.633,0.6962707653212348
156,13,3,12.39,3.167,0.909424476210453
156,13,5,26.28,3.5,0.9445849440829647
132,13,1,12.39,2.433,1.0141633500437874
132,13,2,21.2,2.9,0.9372734543152976
132,13,3,12.95,3.567,0.865315333033377
132,13,5,24.88,3.433,0.8598022943983955
168,13,1,13.41,2.5,1.035423531583284
168,13,2,20.33,3.9,0.6475169671000848
168,13,3,11.94,3.1,0.8943962088165558
168,13,5,23.03,3.367,0.8954340015904689
180,13,1,12.64,2.7,1.016949723783003
180,13,2,22.24,4.633,0.5186339007996909
180,13,3,10.81,3.033,0.9447556566081242
180,13,5,23.59,3.367,0.9100290305348068
0,14,1,14.92,2.967,0.8100071864701147
0,14,2,12.76,3.033,0.5927105067182767
0,14,3,11.51,3.1,0.6662974788644153
0,14,5,22.25,4.1,1.018361989360229
12,14,1,13.67,2.833,0.8027472363655676
12,14,2,19.97,2.567,0.7732976319970924
12,14,3,12.46,3.3,0.6551298264755379
12,14,5,20.7,4.033,0.8645100969393034
24,14,1,14.02,3.1,0.7530581286515539
24,14,2,21.69,2.7,0.8112102217862684
24,14,3,10.95,3.367,0.5409463789550497
24,14,5,22.8,4.033,1.0304403894848593
48,14,1,13.79,2.9,0.6677081988558098
48,14,2,19.98,2.7,0.8979810420300528
48,14,3,9.33,2.9,0.5756718013155077
48,14,5,21.59,3.567,0.9104916096466984
72,14,1,12.8,3.1,0.6065204323524643
72,14,2,21.71,2.833,0.9420847628940497
72,14,3,11.58,2.967,0.6876041845679323
72,14,5,23.79,3.367,0.963719855736941
36,14,1,14.09,2.967,0.7100192294203064
36,14,2,20.87,2.633,0.9074368096604072
36,14,3,11.36,2.833,0.5334622926898342
36,14,5,22.58,3.767,0.8875117453832291
84,14,1,11.94,3.033,0.5833787222007515
84,14,2,20.14,2.633,0.9689919471790608
84,14,3,12.02,3.367,0.7781144278031856
84,14,5,23.96,3.433,1.003595431291709
96,14,1,10.27,3.1,0.4376656790968496
96,14,2,19.23,2.833,0.8904615674775102
96,14,3,12.44,3.5,0.7673972555042827
96,14,5,26.05,3.367,1.0018142548639548
60,14,1,13.92,2.9,0.6718732806203901
60,14,2,20.12,2.833,0.8719588350990203
60,14,3,11.12,3.3,0.5713705217649048
60,14,5,21.1,3.5,1.039523332767343
132,14,1,12.3,3.5,0.482646754004
132,14,2,17.12,2.633,0.7447300139437467
132,14,3,13.25,3.367,0.736086408685081
132,14,5,24.19,3.367,1.0500276818786975
120,14,1,10.34,3.167,0.6454378023718954
120,14,2,20.7,2.767,0.8119380958132236
120,14,3,14.06,3.5,0.7380570623479255
120,14,5,23.79,3.5,1.0382653427294515
108,14,1,9.03,3.233,0.6267000686488376
108,14,2,19.16,2.833,0.8602744085996871
108,14,3,13.46,3.433,0.7425994205628822
108,14,5,24.48,3.433,1.0444795617188865
144,14,1,12.37,3.5,0.5978205377460183
144,14,2,15.01,3.033,0.6448841369622612
144,14,3,13.29,3.433,0.7981201190754003
144,14,5,24.81,3.5,1.1151772243572908
156,14,1,12.22,3.9,0.5643631886921979
156,14,2,13.43,2.767,0.5605976970153532
156,14,3,13.16,3.3,0.871954024557165
156,14,5,23.12,3.5,1.0618849242977864
24,15,1,14.74,2.833,0.8669143669252576
24,15,2,23.71,3.033,0.8588641468199263
24,15,3,11.48,2.5,1.0491874802177703
24,15,5,22.27,3.1,1.1683539750812524
168,14,1,13.84,3.433,0.6137874564520618
168,14,2,15.76,4.1,0.7641078408849095
168,14,3,12.4,3.033,0.90165650632036
168,14,5,23.2,3.433,1.0136301993402248
0,15,1,15.69,2.7,0.7780457212571299
0,15,2,16.51,2.9,0.8397050968539348
0,15,3,12.09,2.7,1.1649314816721748
0,15,5,22.19,3.3,1.1191108846288502
60,15,1,15.27,2.767,0.8674818545569217
60,15,2,24.29,2.9,1.0913741947954934
60,15,3,10.19,2.5,1.1808040952749443
60,15,5,22.4,2.967,1.1585812497711951
12,15,1,15.21,2.7,0.8283665436050319
12,15,2,20.34,3.167,0.8390600636268384
12,15,3,11.8,2.833,1.1623004171475835
12,15,5,22.42,3.233,1.1552215502807652
180,14,1,13.12,3.567,0.6776811356438915
180,14,2,15.24,2.967,0.6121601099840626
180,14,3,12.4,3.033,0.9263243348447111
180,14,5,25.53,3.633,0.9190599445305854
48,15,1,14.71,2.833,0.8856644333990593
48,15,2,22.84,3.033,0.9885231345053562
48,15,3,9.29,2.5,0.9970671970002523
48,15,5,23.11,3.033,1.1601409606542916
72,15,1,16.15,2.767,0.8363942154150453
72,15,2,25.07,2.833,1.1610412705081055
72,15,3,11.2,2.7,1.1913272801193846
72,15,5,21.92,2.833,1.148187465430642
36,15,1,14.01,2.767,0.873683983974089
36,15,2,23.52,3.1,0.8803239337701863
36,15,3,12.81,2.7,0.9165698948782541
36,15,5,23.26,2.967,1.0725188976669824
84,15,1,15.54,2.767,0.838572906573673
84,15,2,26.57,2.9,1.1812830306865687
84,15,3,11.99,2.7,1.136946256991791
84,15,5,21.62,2.967,1.195502274539893
96,15,1,12.38,2.833,0.8272802655765035
96,15,2,25.42,2.9,1.1339609642556205
96,15,3,14.71,2.9,1.076744100337154
96,15,5,21.02,3.033,1.2877540958598044
120,15,1,12.56,2.967,0.776049220513444
120,15,2,27.04,2.833,1.1455974171156242
120,15,3,13.57,2.567,1.1144093034124396
120,15,5,19.8,2.9,1.2956802326378756
0,16,1,15.43,2.967,0.764082161337445
0,16,2,14.1,3.033,0.9435601917166759
0,16,3,10.08,3.767,0.6298666266478672
0,16,5,23.32,3.833,0.8517514542918538
12,16,1,14.46,3.167,0.7991880671883699
12,16,2,16.58,3.3,0.879261270390406
12,16,3,10.71,3.567,0.5811769130734982
12,16,5,21.38,3.7,0.8836117653952147
180,15,1,13.4,2.833,0.7662912242243176
180,15,2,22.25,3.033,1.010928317035733
180,15,3,12.85,2.767,1.1668702583480914
180,15,5,19.92,3.167,1.11975880831263
156,15,1,14.33,2.767,0.8030922960288411
156,15,2,24.73,2.567,1.034420925784565
156,15,3,13.39,2.7,1.1571565614331296
156,15,5,21.49,2.967,1.294859464732136
144,15,1,14.68,2.967,0.8335439794773134
144,15,2,27.78,2.7,1.1432159278808691
144,15,3,13.56,2.7,1.1721535899420736
144,15,5,20.17,2.9,1.2724967889530447
168,15,1,13.19,2.9,0.7921504492078257
168,15,2,20.56,2.567,1.119005532284964
168,15,3,12.65,2.567,1.125784690514721
168,15,5,21.38,3.1,1.1927474351943705
132,15,1,15.0,3.033,0.8022557637994978
132,15,2,26.33,2.767,1.161986356796395
132,15,3,13.5,2.567,1.1932643295656535
132,15,5,20.44,2.9,1.302942341084933
108,15,1,10.52,2.833,0.815903420160942
108,15,2,28.44,2.9,1.1587570554598174
108,15,3,14.32,2.7,1.1010647060687593
108,15,5,20.04,2.967,1.314409720250316
24,16,1,13.74,3.233,0.7542504191949995
24,16,2,17.62,3.167,0.9530439396311072
24,16,3,10.89,3.233,0.5258874494445903
24,16,5,19.75,3.7,0.8885967928840768
36,16,1,15.56,3.1,0.7486574349179739
36,16,2,16.85,3.367,1.0061603185420915
36,16,3,11.04,3.833,0.6090808631356778
36,16,5,20.49,3.433,0.8326985109544784
108,16,1,9.76,3.033,0.7371725486072309
108,16,2,19.16,3.167,1.02300527073139
108,16,3,12.57,3.033,1.0354008352196988
108,16,5,24.95,3.367,0.9554598676531253
72,16,1,14.58,3.367,0.6314023393305077
72,16,2,18.81,2.767,1.138754299111599
72,16,3,11.05,3.033,0.7549644019918754
72,16,5,21.44,3.5,0.8850491015322683
60,16,1,14.13,3.367,0.6820377672093287
60,16,2,17.79,3.033,1.130980467091161
60,16,3,8.57,3.5,0.7286845672965109
60,16,5,20.33,3.433,0.8147773150242199
84,16,1,13.75,3.3,0.5861025673516732
84,16,2,19.31,2.833,1.0963859022766298
84,16,3,12.85,3.3,0.8927460407886043
84,16,5,23.51,3.433,0.9014482571079259
96,16,1,10.55,3.633,0.6035839320406651
96,16,2,19.93,2.833,1.025680981037485
96,16,3,13.42,2.9,0.9566577109459558
96,16,5,22.24,3.5,0.9365300420113662
144,16,1,14.73,2.9,0.7936147627375431
144,16,2,14.99,3.233,0.8620839155131875
144,16,3,12.48,2.967,0.9159549829536026
144,16,5,22.57,3.367,0.9582873313555732
120,16,1,10.21,2.767,0.7755649325257903
120,16,2,19.38,3.1,0.9381744391157821
120,16,3,11.54,2.9,1.011624882035644
120,16,5,23.43,3.3,0.9296098017830285
156,16,1,14.42,3.033,0.7107008164207901
156,16,2,13.62,3.433,0.7450392105985313
156,16,3,12.26,3.033,0.9025211974822125
156,16,5,23.1,3.433,0.9598497223471498
132,16,1,13.5,2.833,0.7418226059685016
132,16,2,17.58,2.9,0.8133036113702934
132,16,3,12.43,2.833,0.957526953652987
132,16,5,24.2,3.3,0.9449677434900665
48,16,1,14.1,2.967,0.7514958130034338
48,16,2,18.23,3.033,1.0457943446467326
48,16,3,8.5,3.433,0.5053422059739072
48,16,5,21.8,3.233,0.9045515153693523
168,16,1,14.43,2.967,0.7500919934990284
168,16,2,12.34,2.833,0.8466975195251062
168,16,3,12.5,3.1,0.8794597247693012
168,16,5,22.44,3.433,0.9431021752300321
180,16,1,13.54,2.833,0.7652725359907996
180,16,2,15.03,2.833,1.0590479867218325
180,16,3,12.9,3.3,0.8128415910623179
180,16,5,22.53,3.367,0.8972325940514945
0,17,1,15.29,2.5,0.8846771761186079
0,17,2,20.68,3.167,0.6790030449789447
0,17,3,12.62,2.767,1.2595732987443369
0,17,5,20.81,3.9,1.0224822113519298
24,17,1,15.71,2.633,0.9624635254459124
24,17,2,25.07,2.767,0.957825371098293
24,17,3,9.76,2.7,1.0296323553085172
24,17,5,21.57,3.833,1.0441616762664387
12,17,1,15.93,2.567,0.9557769542713956
12,17,2,20.45,2.833,0.820285021785735
12,17,3,12.5,2.767,1.1986467772404632
12,17,5,19.96,3.767,0.8784808247868093
48,17,1,13.6,2.633,0.9765644589094548
48,17,2,21.68,2.767,1.0930181499481568
48,17,3,8.27,2.967,1.3595112665284697
48,17,5,21.32,3.7,0.8527969689715009
60,17,1,13.28,2.633,0.9309497710153604
60,17,2,19.57,2.967,1.0532779615406007
60,17,3,8.42,2.633,1.2148119693173254
60,17,5,21.95,3.7,0.9480563632383863
72,17,1,13.77,2.7,0.8589197222163758
72,17,2,19.07,2.833,1.0164921368661166
72,17,3,9.6,2.767,1.2324923505227408
72,17,5,24.29,3.5,0.8509934100732968
36,17,1,14.7,2.633,0.9541556358161122
36,17,2,22.77,2.767,1.0896994927280448
36,17,3,9.74,2.833,1.1531368297658768
36,17,5,20.74,3.7,0.854587581963872
84,17,1,12.59,2.633,0.8497416744266233
84,17,2,19.65,3.1,0.9603840394164828
84,17,3,10.82,2.633,1.1676311807394577
84,17,5,22.93,3.433,0.9098782205217786
96,17,1,11.3,2.7,0.666161107514171
96,17,2,19.12,3.033,0.9288262687812784
96,17,3,11.99,2.633,1.146517126437424
96,17,5,22.99,3.5,0.9599988548057835
108,17,1,9.27,2.767,0.6238069011556784
108,17,2,17.69,3.1,0.9528337336010468
108,17,3,13.2,2.633,1.1575478066275924
108,17,5,22.76,3.5,1.0176098303355017
120,17,1,8.53,2.567,0.6492974688455261
120,17,2,21.2,3.167,0.9319146243821471
120,17,3,13.24,2.633,1.2133793837583475
120,17,5,21.63,3.433,1.0365054744359075
132,17,1,9.3,2.833,0.5835091284318155
132,17,2,20.95,3.433,0.9449349643567652
132,17,3,13.5,2.633,1.2198499967805956
132,17,5,23.19,3.233,1.0705348175318483
12,18,1,15.85,2.767,0.8347216578482377
12,18,2,24.15,2.767,1.259381344897633
12,18,3,12.02,3.1,0.8167740965800564
12,18,5,21.64,3.167,1.1957322483244626
180,17,1,13.11,2.7,0.8415563111879656
180,17,2,14.38,3.5,0.7924870615536795
180,17,3,12.4,2.5,1.3221939501189661
180,17,5,25.56,3.567,0.8706490716648664
0,18,1,13.51,2.767,0.8559984236647106
0,18,2,21.42,2.367,0.9424180318773167
0,18,3,12.6,3.1,0.8818618457103283
0,18,5,22.55,3.167,1.1298312246331172
168,17,1,14.03,2.567,0.8432631276064113
168,17,2,13.38,4.033,0.8422415539673899
168,17,3,12.04,2.567,1.2703509852141122
168,17,5,22.48,3.433,1.0485482702867603
144,17,1,11.51,2.833,0.6634175998020769
144,17,2,16.65,3.433,0.9142049224931075
144,17,3,13.34,2.633,1.233532382264174
144,17,5,24.27,3.433,1.1685950388663988
156,17,1,12.47,2.567,0.8231849649181985
156,17,2,13.76,3.233,0.8688048033473188
156,17,3,13.65,2.633,1.2373095954480773
156,17,5,22.81,3.233,1.1469867774036182
36,18,1,14.27,2.833,0.9189696847501854
36,18,2,22.78,2.433,1.3066805120269447
36,18,3,11.56,3.167,0.7870000935032189
36,18,5,25.08,2.833,1.076142049130718
24,18,1,13.97,2.833,0.8591572716688012
24,18,2,22.14,2.633,1.2715274683295499
24,18,3,10.91,3.033,0.7391457451789387
24,18,5,22.2,3.033,1.1217492880273763
48,18,1,14.93,2.767,0.9024969605917302
48,18,2,23.95,2.5,1.3243300802112017
48,18,3,9.03,3.1,0.6187457906880288
48,18,5,24.26,2.967,1.1689970015401936
60,18,1,14.28,2.633,0.8684583031519557
60,18,2,24.09,2.633,1.2980902295571597
60,18,3,7.67,3.033,0.6675788371015408
60,18,5,24.36,3.033,1.199494954668782
72,18,1,14.22,2.7,0.9177309995350749
72,18,2,23.93,2.5,1.2715163202383908
72,18,3,9.35,3.033,0.7783778535428568
72,18,5,23.01,2.9,1.187777163431947
84,18,1,13.99,2.567,0.9253969223620907
84,18,2,24.45,2.7,1.1907479766333073
84,18,3,11.11,3.033,0.7960663607337198
84,18,5,24.13,2.967,1.1882390977788158
120,18,1,10.34,3.167,0.5887150953458516
120,18,2,25.54,2.567,1.1286622372693718
120,18,3,14.07,3.3,0.8696512416621819
120,18,5,23.41,2.9,1.1968751023866389
108,18,1,9.31,2.7,0.7982328175401255
108,18,2,24.37,2.7,1.119970404531809
108,18,3,12.46,3.367,0.8517393858488157
108,18,5,21.75,3.033,1.2158511028325996
96,18,1,11.44,2.567,0.8904190378330138
96,18,2,24.47,2.633,1.1587854171993193
96,18,3,11.55,3.433,0.8512467597960347
96,18,5,23.77,3.1,1.2161220439410718
144,18,1,11.41,3.3,0.6406696821738679
144,18,2,26.35,2.433,1.1475006145396165
144,18,3,16.17,3.1,0.8898631908037892
144,18,5,22.12,2.833,1.1812390291200543
156,18,1,11.47,3.033,0.6481109351408125
156,18,2,27.24,2.567,1.0647576866070954
156,18,3,15.79,3.1,0.903427374712157
156,18,5,23.04,2.9,1.2344044033955066
132,18,1,11.26,3.233,0.5281961736249844
132,18,2,27.27,2.5,1.1887691249160632
132,18,3,14.02,3.233,0.8657198582856951
132,18,5,23.59,2.833,1.1945411788949356
180,18,1,12.1,2.833,0.8303398740949449
180,18,2,21.25,2.033,0.9453667041243766
180,18,3,14.56,3.1,0.8703812027599493
180,18,5,26.01,2.9,1.1364485016954975
168,18,1,11.34,2.967,0.7645570674291171
168,18,2,18.37,2.5,0.969370651069732
168,18,3,14.32,3.1,0.8855770137581513
168,18,5,24.52,2.9,1.141149140512943
0,19,1,13.58,3.1,0.9075777923989017
0,19,2,22.26,3.167,0.6879004084370032
0,19,3,10.65,3.633,0.7300255966688227
0,19,5,25.54,3.567,0.915382116472566
12,19,1,13.67,3.3,0.8736239975397747
12,19,2,24.96,2.833,0.6650113367890256
12,19,3,10.19,3.5,0.7462798763558978
12,19,5,23.74,3.633,1.062493836267532
24,19,1,13.86,3.433,0.8017622922493354
24,19,2,25.33,3.167,0.7372646316361724
24,19,3,10.98,3.5,0.7526224647307482
24,19,5,22.83,3.633,1.0474782514559842
48,19,1,15.38,3.633,0.7226319725135504
48,19,2,27.01,3.367,1.0071494640745955
48,19,3,7.27,2.9,0.7645315729673584
48,19,5,23.51,3.367,1.0941854376636113
36,19,1,15.34,3.367,0.7443132197536401
36,19,2,27.36,3.3,0.8733608437371935
36,19,3,8.86,3.233,0.8150891323375522
36,19,5,22.45,3.3,1.0124767335345881
60,19,1,15.51,3.633,0.6749123781505152
60,19,2,26.52,3.233,1.0244907414063635
60,19,3,6.94,3.1,0.8271990137055533
60,19,5,21.91,3.5,0.9393760461898077
84,19,1,12.15,3.7,0.6062264649378497
84,19,2,24.4,3.7,0.914285024463782
84,19,3,9.42,3.567,0.8573991723663118
84,19,5,23.75,3.633,0.9576425137290904
72,19,1,14.27,3.567,0.6615165464922496
72,19,2,24.1,3.5,1.0077432878622967
72,19,3,7.25,3.233,0.7856179102480686
72,19,5,22.67,3.633,0.9833842103390853
96,19,1,11.78,3.833,0.6423894451454398
96,19,2,22.78,3.433,0.868837926521771
96,19,3,10.36,3.7,0.8252360606647579
96,19,5,23.6,3.767,0.9722411468428719
108,19,1,10.57,3.1,0.5715380142364325
108,19,2,21.06,3.633,0.8891683127952451
108,19,3,12.62,3.633,0.7529807035968502
108,19,5,25.72,3.9,0.9514847364177611
120,19,1,9.95,3.033,0.6644635194115687
120,19,2,20.76,3.5,0.8537628772635512
120,19,3,12.12,3.833,0.7041968341613267
120,19,5,25.85,3.9,0.903761287763507
132,19,1,13.13,3.033,0.6612846040491106
132,19,2,19.67,3.5,0.7999725818399224
132,19,3,10.71,3.7,0.7169982843335749
132,19,5,25.26,3.9,0.9045478260141264
144,19,1,14.79,3.833,0.622988094111805
144,19,2,19.54,3.3,0.7604057137623401
144,19,3,9.49,3.967,0.7091273677888623
144,19,5,25.34,3.9,0.9018333885365942
168,19,1,15.48,4.3,0.5498559397137254
168,19,2,13.83,3.633,0.6553099057809824
168,19,3,9.96,3.967,0.6358420759421509
168,19,5,25.19,3.9,0.9195340961819035
156,19,1,15.61,3.967,0.5799746247036641
156,19,2,18.71,3.567,0.6818456747261749
156,19,3,9.79,3.967,0.7115729681632844
156,19,5,26.19,3.967,0.8815678914522439
180,19,1,13.08,4.167,0.5235076212808214
180,19,2,16.55,3.833,0.8450924764491777
180,19,3,11.33,4.1,0.6101146113428955
180,19,5,27.53,3.633,0.9047360923200957
24,20,1,14.12,3.033,0.7286283461812931
24,20,2,20.27,3.033,0.9041430506174019
24,20,3,11.39,2.833,0.9070100732186532
24,20,5,19.62,3.767,0.9061262881665201
