angle_deg,seed,set_id,kappa,kr_hat,P32_hat
180,6,2,23.03,2.633,0.8792355244654811
180,6,3,11.83,3.1,0.6732043037859714
180,6,5,23.45,3.633,0.9683205703412163
24,7,1,14.5,3.1,0.661788415550227
24,7,2,21.63,3.1,0.9531731360301143
24,7,3,11.32,2.9,0.914177748508936
24,7,5,25.07,3.767,0.8223177277528924
60,7,1,14.36,3.3,0.6514580701900734
60,7,2,21.07,2.567,1.0208519894902135
60,7,3,8.75,2.833,1.0928757505308677
60,7,5,24.48,3.633,0.7512786233508554
0,7,1,14.84,3.1,0.7072161299427189
0,7,2,17.52,3.1,0.6122132749677844
0,7,3,10.51,2.967,1.0963545819193867
0,7,5,22.45,3.5,0.9691565073037651
48,7,1,14.3,3.233,0.6413530085472217
48,7,2,21.39,2.767,1.0638097517209217
48,7,3,8.9,2.9,0.8867876858396092
48,7,5,24.0,3.7,0.6776905476859642
84,7,1,12.44,3.167,0.5142609481223791
84,7,2,21.13,2.433,1.4569503311189773
84,7,3,10.49,2.633,0.9797638102218502
84,7,5,23.44,3.367,0.9861355147451074
12,7,1,15.17,3.033,0.7207505020212395
12,7,2,19.92,3.433,0.7964303593032959
12,7,3,11.13,2.833,1.0469317701634122
12,7,5,20.12,3.367,0.8024166082684326
72,7,1,13.64,3.3,0.6414415933360169
72,7,2,20.93,2.433,1.4218945352700083
72,7,3,8.84,2.767,0.8456555335699378
72,7,5,25.16,3.567,0.8741019909295342
36,7,1,14.29,3.1,0.6674401320913957
36,7,2,22.12,3.033,1.028427242177941
36,7,3,9.89,3.033,0.8671777200568104
36,7,5,22.79,3.633,0.8146981258138686
96,7,1,9.23,3.5,0.5519435677023704
96,7,2,20.18,2.433,1.387951573043606
96,7,3,10.96,2.633,1.1032592263434071
96,7,5,22.91,3.233,1.0112050835343567
