seed,mode,set_id,lmin_fit,kr_hat,fit_status,adoption_status,class_l1,q90_ratio
116,hybrid,1,0.1,2.6,ok,accepted,0.0825894517344915,0.8303379039446439
116,hybrid,1,0.2,2.6,ok,accepted,0.057441091826451476,0.8410473892598481
116,hybrid,1,0.3,2.6,ok,accepted,0.0710485968429742,0.8381291199287302
116,hybrid,1,0.5,2.6,ok,accepted,0.06657385772289946,0.7969200587360292
116,hybrid,1,0.75,2.55,ok,provisional_accepted,0.07376868526487491,0.7897522931679765
116,hybrid,2,0.1,2.6500000000000004,ok,provisional_accepted,0.09971023935258214,0.6566466386634385
116,hybrid,2,0.2,2.6500000000000004,ok,provisional_accepted,0.10580889338359226,0.6439033486295404
116,hybrid,2,0.3,2.6500000000000004,ok,provisional_accepted,0.10593402766785902,0.6504131414475857
116,hybrid,2,0.5,2.6,ok,provisional_accepted,0.11870713884204609,0.6646021516169867
116,hybrid,2,0.75,2.5,ok,provisional_accepted,0.1459518920504546,0.6816525615830282
116,hybrid,3,0.1,2.5,ok,provisional_accepted,0.1325023514526702,0.7412928064375737
116,hybrid,3,0.2,2.45,ok,provisional_accepted,0.09743554931456894,0.751722128042997
116,hybrid,3,0.3,2.45,ok,provisional_accepted,0.07605340822901255,0.7589594589956683
116,hybrid,3,0.5,2.5,ok,provisional_accepted,0.07284426417634943,0.7419969039330391
116,hybrid,3,0.75,2.5,ok,provisional_accepted,0.07764240934511998,0.726218939467386
116,hybrid,5,0.1,3.6,ok,accepted,0.2471139875796693,1.0422711961467261
116,hybrid,5,0.2,3.5,ok,accepted,0.2323009926411312,1.0563063433207887
116,hybrid,5,0.3,3.6,ok,accepted,0.18788935363032813,1.0529958021625068
116,hybrid,5,0.5,3.6,ok,accepted,0.1786816056721949,1.0236431610908014
116,hybrid,5,0.75,3.5500000000000003,ok,accepted,0.1671924596515624,0.985504701220955
117,window_mc,1,0.1,3.2,ok,provisional_accepted,0.07580890920498343,0.8636118461343665
117,window_mc,1,0.2,3.05,ok,accepted,0.06187098608103195,0.9041794832908885
117,window_mc,1,0.3,3.2,ok,provisional_accepted,0.11234362938445759,0.8895178455207396
117,window_mc,1,0.5,3.05,ok,accepted,0.04678102027177546,0.8952570838637367
117,window_mc,1,0.75,3.0,ok,accepted,0.06852196553429005,0.9498692098170661
117,window_mc,2,0.1,2.5,ok,provisional_accepted,0.22144634659115292,1.117399736173939
117,window_mc,2,0.2,2.95,ok,accepted,0.24765514948157547,0.9898736972184639
117,window_mc,2,0.3,2.6,ok,provisional_accepted,0.19543090032293398,1.087284432332035
117,window_mc,2,0.5,2.85,ok,accepted,0.14811068868881522,1.0083883025637488
117,window_mc,2,0.75,2.4,ok,rejected,0.17875495793348584,1.0991742019992847
117,window_mc,3,0.1,3.0,ok,accepted,0.051153394341305766,0.7424028632798018
117,window_mc,3,0.2,2.6500000000000004,ok,provisional_accepted,0.02859228010217249,0.8395974829027963
117,window_mc,3,0.3,2.7,ok,provisional_accepted,0.032243842648466976,0.8219821348651549
117,window_mc,3,0.5,2.85,ok,accepted,0.012652028845118927,0.7916008099238955
117,window_mc,3,0.75,2.75,ok,accepted,0.02833391783241757,0.8448650694358041
117,window_mc,5,0.1,3.6,ok,accepted,0.032906195322358986,1.0412248928191805
117,window_mc,5,0.2,4.1,ok,provisional_accepted,0.020985926512514158,0.9451687824843192
117,window_mc,5,0.3,3.8000000000000003,ok,accepted,0.030999921568303668,0.9369823098274278
117,window_mc,5,0.5,3.75,ok,accepted,0.013509321236476244,0.9666493254013796
117,window_mc,5,0.75,4.0,ok,provisional_accepted,0.011689125665935472,0.8905947809838743
117,hybrid,1,0.1,3.0,ok,accepted,0.045798228559084095,0.9061329577234631
117,hybrid,1,0.2,3.05,ok,accepted,0.06842784031767006,0.9130767513891037
117,hybrid,1,0.3,3.05,ok,accepted,0.09694647625682108,0.9198783843148806
117,hybrid,1,0.5,3.05,ok,accepted,0.05280893414189332,0.8911247457920619
117,hybrid,1,0.75,3.1,ok,accepted,0.08290351334188166,0.9211575545600673
117,hybrid,2,0.1,2.7,ok,provisional_accepted,0.2336643141924826,1.0584898148781177
117,hybrid,2,0.2,2.6,ok,provisional_accepted,0.23199802816033516,1.0867632221951364
117,hybrid,2,0.3,2.75,ok,accepted,0.20464465176628055,1.0403357805012097
117,hybrid,2,0.5,2.75,ok,accepted,0.14012502471595664,1.042768700334675
117,hybrid,2,0.75,2.6,ok,provisional_accepted,0.2415905808248036,1.0267331445575651
117,hybrid,3,0.1,2.7,ok,provisional_accepted,0.04776281009639215,0.8114922266337445
117,hybrid,3,0.2,2.8,ok,accepted,0.020717130769370262,0.7829445752490806
117,hybrid,3,0.3,2.8,ok,accepted,0.015175522152266342,0.8072078932599859
117,hybrid,3,0.5,2.8,ok,accepted,0.018154471014964868,0.8005674226395919
117,hybrid,3,0.75,2.8,ok,accepted,0.025818646298351025,0.8276629122598512
117,hybrid,5,0.1,3.85,ok,accepted,0.018293681459145363,0.9956367996714095
117,hybrid,5,0.2,3.9000000000000004,ok,provisional_accepted,0.013086624151745562,0.9738555278597193
117,hybrid,5,0.3,3.85,ok,accepted,0.030877065672724854,0.932018404029413
117,hybrid,5,0.5,3.8000000000000003,ok,accepted,0.01357018428296905,0.9480094996504219
117,hybrid,5,0.75,3.75,ok,accepted,0.006624605678233366,0.9416999457155865
118,window_mc,1,0.1,2.5,ok,provisional_accepted,0.05298035567420348,0.7106095997722882
118,window_mc,1,0.2,2.45,ok,provisional_accepted,0.04203248392490849,0.7009087756995374
118,window_mc,1,0.3,2.55,ok,provisional_accepted,0.07210705361243663,0.6602778936431711
118,window_mc,1,0.5,2.4,ok,provisional_accepted,0.06226477868975054,0.6921773959353522
118,window_mc,1,0.75,2.4,ok,provisional_accepted,0.06350447686016689,0.6919446868265868
118,window_mc,2,0.1,2.95,ok,accepted,0.008265452989458104,0.9201266969244576
118,window_mc,2,0.2,3.0,ok,accepted,0.03890349075740754,0.893006723155927
118,window_mc,2,0.3,2.95,ok,accepted,0.027926358999875556,0.9043396676534207
118,window_mc,2,0.5,3.25,ok,accepted,0.11444505173835312,0.841507311600773
118,window_mc,2,0.75,2.85,ok,accepted,0.12551463606103297,0.9061596973423318
118,window_mc,3,0.1,2.95,ok,accepted,0.020274826999906223,0.9867564681856615
118,window_mc,3,0.2,3.5,ok,provisional_accepted,0.1053027019216877,0.8602146431153639
118,window_mc,3,0.3,3.3,ok,accepted,0.09359822680009129,0.8852163167610072
118,window_mc,3,0.5,3.3,ok,accepted,0.09867222613310232,0.8956517475527405
118,window_mc,3,0.75,3.1,ok,accepted,0.08900597081045213,0.9589643069950582
118,window_mc,5,0.1,3.4000000000000004,ok,accepted,0.06941418594984292,0.8221375195248156
118,window_mc,5,0.2,3.7,ok,accepted,0.08412740502424806,0.7745254948678684
118,window_mc,5,0.3,3.3,ok,provisional_accepted,0.10710893885194642,0.8533583407477445
118,window_mc,5,0.5,3.45,ok,accepted,0.10178247415999736,0.8147440516899499
118,window_mc,5,0.75,3.4000000000000004,ok,accepted,0.08068620591360236,0.8368062195188916
118,hybrid,1,0.1,2.45,ok,provisional_accepted,0.049841373881255036,0.7273476559945738
118,hybrid,1,0.2,2.5,ok,provisional_accepted,0.04724463809689007,0.6994532785466261
118,hybrid,1,0.3,2.5,ok,provisional_accepted,0.058785046292039615,0.6646300585527296
118,hybrid,1,0.5,2.5,ok,provisional_accepted,0.08692715987718386,0.6494306738422406
118,hybrid,1,0.75,2.45,ok,provisional_accepted,0.08410912382475175,0.6675708698683814
118,hybrid,2,0.1,3.1500000000000004,ok,accepted,0.03479613160324631,0.8943654794781166
118,hybrid,2,0.2,3.2,ok,accepted,0.022305054420754512,0.8608586314315918
118,hybrid,2,0.3,3.1500000000000004,ok,accepted,0.02439775737785714,0.8768556905023384
118,hybrid,2,0.5,3.1,ok,accepted,0.09087163311534517,0.877372651937858
118,hybrid,2,0.75,2.95,ok,accepted,0.14872438310330405,0.8910453760303286
118,hybrid,3,0.1,3.25,ok,accepted,0.047920520306694275,0.9134957408336153
118,hybrid,3,0.2,3.25,ok,accepted,0.07037381727935478,0.89283792689262
118,hybrid,3,0.3,3.2,ok,accepted,0.0922395753241229,0.9079808679441269
118,hybrid,3,0.5,3.1500000000000004,ok,accepted,0.08113720532249949,0.9239392882786179
118,hybrid,3,0.75,3.1500000000000004,ok,accepted,0.08395457121354706,0.9438570202968067
118,hybrid,5,0.1,3.4000000000000004,ok,accepted,0.06496660316761958,0.8265603690812553
118,hybrid,5,0.2,3.4000000000000004,ok,accepted,0.10531123623982107,0.8271056419851763
118,hybrid,5,0.3,3.45,ok,accepted,0.10296396649836885,0.8261388446013656
118,hybrid,5,0.5,3.5,ok,accepted,0.09950466200466201,0.7967172202536326
118,hybrid,5,0.75,3.45,ok,accepted,0.070333685680356,0.8290650603117496
119,window_mc,1,0.1,3.1500000000000004,ok,provisional_accepted,0.07326752917122006,0.8383954517913899
119,window_mc,1,0.2,2.75,ok,accepted,0.08527320698475359,0.8895557820875274
119,window_mc,1,0.3,2.9000000000000004,ok,accepted,0.051194978762546264,0.8353956974417986
119,window_mc,1,0.5,2.9000000000000004,ok,accepted,0.05895839243278933,0.8440379207916225
119,window_mc,1,0.75,2.95,ok,accepted,0.049694934415055424,0.8719335887590116
119,window_mc,2,0.1,2.75,ok,accepted,0.10672116450898837,0.784504889539776
119,window_mc,2,0.2,2.85,ok,accepted,0.07708175665878084,0.757760329014794
119,window_mc,2,0.3,2.7,ok,provisional_accepted,0.11311276706076476,0.7619281147972219
119,window_mc,2,0.5,2.35,ok,rejected,0.13444357233047805,0.7839075085866505
119,window_mc,2,0.75,2.7,ok,provisional_accepted,0.0925715585571324,0.6616592185831492
119,window_mc,3,0.1,3.05,ok,accepted,0.08007915727405038,0.6602821185409005
119,window_mc,3,0.2,2.7,ok,provisional_accepted,0.10392414122137397,0.7119173274016714
119,window_mc,3,0.3,2.9000000000000004,ok,accepted,0.11266134175600577,0.6654128022015098
119,window_mc,3,0.5,2.9000000000000004,ok,accepted,0.07109678180932846,0.6564631416720967
119,window_mc,3,0.75,3.1500000000000004,ok,accepted,0.023857168110305853,0.5951418152180378
119,window_mc,5,0.1,3.45,ok,accepted,0.21117062606424303,1.0942554098147887
119,window_mc,5,0.2,3.6,ok,accepted,0.22044880024427593,1.0511863693040069
119,window_mc,5,0.3,3.5500000000000003,ok,accepted,0.1872420789890199,1.0682947542852697
119,window_mc,5,0.5,3.45,ok,accepted,0.17400064745872457,1.087765447072206
119,window_mc,5,0.75,3.65,ok,accepted,0.20854000143478957,1.0253842376826372
119,hybrid,1,0.1,2.95,ok,accepted,0.07045399541591323,0.8861158812372106
119,hybrid,1,0.2,2.85,ok,accepted,0.06593638722916285,0.864538953084803
119,hybrid,1,0.3,2.85,ok,accepted,0.04962534789124384,0.8515187160798833
119,hybrid,1,0.5,2.85,ok,accepted,0.05917152053663389,0.8499389125103964
119,hybrid,1,0.75,2.9000000000000004,ok,accepted,0.05916011278726535,0.9000922200066215
119,hybrid,2,0.1,2.8,ok,accepted,0.11048836363943772,0.7766982984846189
119,hybrid,2,0.2,2.8,ok,accepted,0.08738764562661862,0.776222477693668
119,hybrid,2,0.3,2.8,ok,accepted,0.10455745762182345,0.7445388369019488
119,hybrid,2,0.5,2.75,ok,accepted,0.09378410754691865,0.6964486479388
119,hybrid,2,0.75,2.6,ok,provisional_accepted,0.08079423953376212,0.6787446614358545
119,hybrid,3,0.1,2.85,ok,accepted,0.09725621656500635,0.6908721399219764
119,hybrid,3,0.2,2.9000000000000004,ok,accepted,0.09792428352400036,0.6716557860260692
119,hybrid,3,0.3,2.9000000000000004,ok,accepted,0.10499597162887067,0.6750703210851114
119,hybrid,3,0.5,2.9000000000000004,ok,accepted,0.07168394708616367,0.654985101979069
119,hybrid,3,0.75,2.8,ok,accepted,0.06444917660420213,0.6520742473436961
119,hybrid,5,0.1,3.6,ok,accepted,0.2293897692349056,1.0503111793004456
119,hybrid,5,0.2,3.5,ok,accepted,0.22327837826930955,1.0697453375573558
119,hybrid,5,0.3,3.65,ok,accepted,0.20141369047619048,1.0453763650773062
119,hybrid,5,0.5,3.6,ok,accepted,0.19056491806457876,1.0432952968806797
119,hybrid,5,0.75,3.5,ok,accepted,0.20162528276935102,1.0542226310921883
120,window_mc,1,0.1,2.8,ok,accepted,0.1899511065157856,0.9025687087940136
120,window_mc,1,0.2,3.1,ok,accepted,0.23312228094628865,0.797434835867116
120,window_mc,1,0.3,2.7,ok,accepted,0.18740179672362162,0.9056462625555078
120,window_mc,1,0.5,2.8,ok,accepted,0.14372098205994882,0.8896241937061619
120,window_mc,1,0.75,3.0,ok,accepted,0.2024222649845608,0.8635143045514573
120,window_mc,2,0.1,3.35,ok,provisional_accepted,0.27440511612185214,1.0406178073260413
120,window_mc,2,0.2,3.0,ok,accepted,0.1108296412371714,1.0763431975809696
120,window_mc,2,0.3,3.3,ok,accepted,0.0898737232158438,0.9966817347675341
120,window_mc,2,0.5,3.8000000000000003,ok,rejected,0.11103580707104933,0.9364079890964717
120,window_mc,2,0.75,3.45,ok,provisional_accepted,0.05117887900607085,1.013663594810273
120,window_mc,3,0.1,2.85,ok,accepted,0.19502191626154247,0.9167164243442785
120,window_mc,3,0.2,2.6500000000000004,ok,provisional_accepted,0.16986558785949224,0.9961735800054412
120,window_mc,3,0.3,2.75,ok,accepted,0.1640686577756564,0.9294852684772186
120,window_mc,3,0.5,2.9000000000000004,ok,accepted,0.1705870196353786,0.8854785171158706
120,window_mc,3,0.75,2.5,ok,provisional_accepted,0.06822174276059419,1.0344240080593652
120,window_mc,5,0.1,4.0,ok,provisional_accepted,0.04585399758183046,0.8751993049285013
120,window_mc,5,0.2,3.45,ok,accepted,0.06274360253252832,0.9634913087429487
120,window_mc,5,0.3,3.8000000000000003,ok,accepted,0.04588151684048254,0.8936615795945553
120,window_mc,5,0.5,3.75,ok,accepted,0.010426022204051682,0.9188841845492357
120,window_mc,5,0.75,3.45,ok,accepted,0.03753330411749428,0.9778006221603955
120,hybrid,1,0.1,2.75,ok,accepted,0.1808170344272648,0.9121467777602843
120,hybrid,1,0.2,2.9000000000000004,ok,accepted,0.20611539411232133,0.8563194808196083
120,hybrid,1,0.3,2.85,ok,accepted,0.21110144842949005,0.8496830327273042
120,hybrid,1,0.5,2.85,ok,accepted,0.1478606499883096,0.8629467887400951
120,hybrid,1,0.75,2.9000000000000004,ok,accepted,0.19147718973659866,0.8908131345062883
120,hybrid,2,0.1,2.7,ok,provisional_accepted,0.2570900345880063,1.2120163336736798
120,hybrid,2,0.2,3.4000000000000004,ok,provisional_accepted,0.12102332742538982,1.0050844019328515
120,hybrid,2,0.3,3.35,ok,provisional_accepted,0.08425045295742753,1.0008742349795017
120,hybrid,2,0.5,3.45,ok,provisional_accepted,0.0878607173893501,1.0022129328276468
120,hybrid,2,0.75,3.5,ok,provisional_accepted,0.06497175141242935,1.0095380413282788
120,hybrid,3,0.1,2.6500000000000004,ok,provisional_accepted,0.1680194746245243,0.9743175674609389
120,hybrid,3,0.2,2.7,ok,provisional_accepted,0.16490331942575442,0.953660028331509
120,hybrid,3,0.3,2.75,ok,accepted,0.17451079525215735,0.9384645197033062
120,hybrid,3,0.5,2.75,ok,accepted,0.14237994410520666,0.9262928942296169
120,hybrid,3,0.75,2.75,ok,accepted,0.13150036551971953,0.9401131890819245
120,hybrid,5,0.1,3.6,ok,accepted,0.07041501764972452,0.9380544144639867
120,hybrid,5,0.2,3.65,ok,accepted,0.04931547697636424,0.9249303354741786
120,hybrid,5,0.3,3.65,ok,accepted,0.061749301271426374,0.9249101379464929
120,hybrid,5,0.5,3.65,ok,accepted,0.017738126475990566,0.93144898072413
120,hybrid,5,0.75,3.6,ok,accepted,0.023191858951265784,0.9548154827088321
