angle_deg,seed,set_id,kappa,kr_hat,P32_hat
72,10,3,8.93,2.5,0.8823948809553487
72,10,5,23.04,3.633,0.8123358178636376
24,10,1,13.64,3.233,0.5695678197041076
24,10,2,20.96,2.767,0.9584501971939885
24,10,3,11.42,3.567,0.6833951243242475
24,10,5,24.3,3.633,0.8065835525336774
120,10,1,9.41,4.033,0.4892831100003894
120,10,2,20.58,3.633,0.7051455382991874
120,10,3,12.86,2.9,0.8489350851422063
120,10,5,24.55,3.367,0.8618797554759855
96,10,1,9.99,3.367,0.641914225035613
96,10,2,19.33,3.167,0.7956120689239101
96,10,3,10.7,2.567,0.7619948938468903
96,10,5,22.67,3.433,0.8344130975215357
