angle_deg,seed,set_id,kappa,kr_hat,P32_hat
84,10,1,14.13,3.3,0.5665853279637868
84,10,2,18.44,2.967,0.854335828131313
84,10,3,9.93,2.433,0.7618194187212652
84,10,5,21.92,3.433,0.8421310784772902
108,10,1,8.22,3.233,0.43511154735125923
108,10,2,20.84,3.367,0.7579446147563903
108,10,3,12.47,2.9,0.8120412780403071
108,10,5,24.09,3.3,0.824897893387063
48,10,1,13.54,3.5,0.5229500403161282
48,10,2,18.55,2.767,0.8892323087329725
48,10,3,8.12,2.633,0.8833621977653503
48,10,5,21.85,3.433,0.6577039414126008
132,10,1,12.37,3.3,0.539108411689125
132,10,2,20.76,3.633,0.7249760894676142
132,10,3,12.58,2.967,0.9474040797901458
132,10,5,24.61,3.233,0.8381373312230465
60,10,1,13.06,3.5,0.5332517605666522
60,10,2,19.67,2.967,0.9439244553277076
60,10,3,7.61,2.567,0.9071467845682347
60,10,5,21.69,3.5,0.6962522608708874
144,10,1,12.77,3.367,0.5341291756867619
144,10,2,20.46,3.433,0.6120307923651601
144,10,3,12.44,2.833,0.9491928154950098
144,10,5,24.71,3.233,0.8926950941543469
156,10,1,14.61,3.167,0.6107818252368127
156,10,2,16.41,3.767,0.5337925584070463
156,10,3,12.15,2.9,0.8922451437587087
156,10,5,24.42,3.367,0.8816280433237474
12,11,1,12.18,2.967,0.6575001213231841
12,11,2,19.88,3.033,0.8692440390127919
12,11,3,10.33,2.567,0.8525938077399247
12,11,5,23.72,3.9,0.8820810347967942
0,11,1,13.1,2.833,0.645737340271232
0,11,2,16.77,3.033,0.7527980876110834
0,11,3,10.96,2.567,0.8938928362844651
0,11,5,24.45,3.967,0.9604547421566931
24,11,1,12.93,3.1,0.6349851180907587
24,11,2,21.37,2.967,0.8653050095653649
24,11,3,10.53,2.5,0.7785389886319657
24,11,5,23.97,3.767,1.0005109976123951
168,10,1,16.27,3.1,0.6327347682121705
168,10,2,13.56,2.9,0.6343425223167232
168,10,3,12.49,3.1,0.8012950481614973
168,10,5,22.99,3.367,0.9108060930534855
72,11,1,13.52,2.767,0.6127596352773094
72,11,2,21.04,2.633,1.207684586636721
72,11,3,11.46,2.367,0.786124568478902
72,11,5,25.06,3.167,0.9829938250991362
180,10,1,14.78,3.167,0.6507949759295361
180,10,2,14.12,2.967,0.6765723526643905
180,10,3,12.26,3.233,0.7803961793459435
180,10,5,23.65,3.1,0.8685940482798066
60,11,1,14.11,2.833,0.6074103831027576
60,11,2,19.91,2.833,1.1235690543348464
60,11,3,9.23,2.233,0.8625507032046457
60,11,5,22.74,3.367,1.0000587713934102
84,11,1,12.39,2.767,0.7131305744680745
84,11,2,21.82,2.633,1.3016672493248282
84,11,3,12.95,2.633,0.8084944833864457
84,11,5,25.25,3.233,1.0290478728052914
48,11,1,13.17,2.767,0.6164463300002697
48,11,2,19.03,2.833,1.0511271750620264
48,11,3,10.0,2.767,0.7608652644473266
48,11,5,22.99,3.5,0.8870703535724397
36,11,1,13.72,3.167,0.6383787107675025
36,11,2,19.12,2.833,0.9206289323296533
36,11,3,10.48,2.967,0.7593444344086573
36,11,5,24.9,3.567,0.9536386996533316
96,11,1,11.18,2.633,0.6732498656597048
96,11,2,23.73,2.633,1.3650543564538438
96,11,3,13.78,2.633,0.743839256880501
96,11,5,27.06,3.167,0.9712763280339095
108,11,1,8.93,2.833,0.6797074026707692
108,11,2,25.07,2.5,1.3438281193091046
108,11,3,11.78,2.9,0.8019743724518812
108,11,5,26.05,3.367,1.0405307564786908
144,11,1,12.58,2.967,0.7825835626792027
144,11,2,24.27,2.567,1.272655911816684
144,11,3,8.72,2.5,0.9714527740065372
144,11,5,23.77,3.567,0.9937595006526551
0,12,1,14.9,2.767,0.7692755289402423
0,12,2,13.94,2.633,1.1931034344549805
0,12,3,13.16,2.833,0.9472354045334906
0,12,5,23.01,3.3,1.0195238156177981
180,11,1,13.02,2.7,0.8477118993288463
180,11,2,16.41,2.9,0.8873612015589093
180,11,3,11.73,2.5,1.055298441623689
180,11,5,24.8,3.7,0.8034794183681949
12,12,1,14.49,2.767,0.8403145742335651
12,12,2,18.88,2.633,1.184324629208034
12,12,3,14.05,2.7,0.9333620472122847
12,12,5,22.53,3.1,1.1647885500202957
168,11,1,12.14,2.833,0.8472421134855108
168,11,2,16.26,2.767,1.2358716013689286
168,11,3,11.04,2.5,1.0411255853473087
168,11,5,23.57,3.433,0.8620490792319593
156,11,1,12.55,2.833,0.785196768194524
156,11,2,17.95,2.5,1.1519050828991362
156,11,3,9.39,2.433,0.9930575857451841
156,11,5,23.82,3.367,0.8862452450554393
120,11,1,9.72,3.167,0.7171031923969949
120,11,2,25.58,2.5,1.2339397680662902
120,11,3,10.2,2.7,0.8495711425688968
120,11,5,25.51,3.433,1.0234767721654976
132,11,1,11.88,3.1,0.6228332516618168
132,11,2,24.94,2.567,1.2654655402928587
132,11,3,8.9,2.567,0.8997346415673034
132,11,5,23.76,3.433,0.9925155776342104
24,12,1,14.15,2.7,0.8729234696861625
24,12,2,17.75,2.5,1.233062721915474
24,12,3,14.6,2.7,0.8613411499259598
24,12,5,23.66,2.967,1.1175091770673566
36,12,1,14.67,2.833,0.8215290743716754
36,12,2,18.14,2.567,1.2870342057437518
36,12,3,11.9,2.5,0.7964989777750014
36,12,5,25.45,3.1,1.1115871746938915
48,12,1,14.42,2.9,0.8084156324966392
48,12,2,18.01,2.433,1.2182588350892463
48,12,3,10.83,2.7,0.9378320503754736
48,12,5,23.91,3.033,1.1754900153370875
96,12,1,11.48,2.967,0.672756392457929
96,12,2,15.67,2.5,0.996499514602846
96,12,3,13.86,2.7,0.7570877980146739
96,12,5,22.29,2.833,1.23362354780057
144,12,1,15.0,2.767,0.8295089224546259
144,12,2,20.51,2.767,0.7723659148791607
144,12,3,14.03,3.3,0.8153143304595111
144,12,5,20.04,2.967,1.187251408127706
84,12,1,13.85,2.833,0.7113263036192355
84,12,2,15.95,2.5,1.0651504302347563
84,12,3,13.49,2.767,0.7631044778987554
84,12,5,23.0,2.833,1.1522245512571876
60,12,1,14.26,2.9,0.8197259384115076
60,12,2,17.41,2.567,1.190218956121754
60,12,3,8.61,2.7,0.750284090879285
60,12,5,24.04,3.033,1.1300280991926213
168,12,1,15.02,2.833,0.8174454153196264
168,12,2,12.88,2.833,0.7915010811127408
168,12,3,13.85,3.367,0.7432449021912872
168,12,5,21.94,3.1,1.0738741521040072
120,12,1,12.0,3.233,0.5645375322648482
120,12,2,16.08,2.7,0.8390001486131686
120,12,3,14.29,3.1,0.7852071839199436
120,12,5,19.77,2.9,1.1730204173085492
108,12,1,10.77,2.967,0.5935682662959773
108,12,2,15.69,2.633,0.9433736984252072
108,12,3,14.95,2.9,0.758585442069279
108,12,5,20.32,2.967,1.217926424012584
72,12,1,15.11,2.9,0.7417558733284377
72,12,2,17.29,2.567,1.130765049738106
72,12,3,10.97,2.7,0.8245904106955433
72,12,5,23.24,2.833,1.165744009833603
156,12,1,14.79,2.767,0.8322651589663349
156,12,2,16.53,2.9,0.800404823479398
156,12,3,12.94,3.3,0.8016736149388267
156,12,5,21.53,3.1,1.2188430439937126
132,12,1,14.46,2.9,0.7713786238883531
132,12,2,18.44,2.767,0.802234809882627
132,12,3,13.96,3.167,0.8128971282963272
132,12,5,20.42,2.967,1.1697397722302667
180,12,1,14.64,2.833,0.816997137898794
180,12,2,13.54,2.833,0.7374503517343454
180,12,3,12.47,3.233,0.7260407044611347
180,12,5,22.96,3.167,1.0557373542950972
0,13,1,14.41,2.767,0.844603436946006
0,13,2,20.42,2.767,0.9449356105217726
0,13,3,11.5,2.833,0.8648440970268396
0,13,5,22.88,3.967,0.7848690240982842
84,13,1,12.57,2.767,0.6538791709553281
84,13,2,27.47,2.9,0.9669146718973277
84,13,3,9.75,3.3,0.6411215097584868
84,13,5,22.83,3.567,0.8202399337403089
12,13,1,14.25,2.9,0.8828602224552567
12,13,2,29.25,2.633,1.1328007437316465
12,13,3,10.77,2.833,0.8482979286672054
12,13,5,22.14,3.5,0.7287632851334209
60,13,1,11.98,2.967,0.8304659136671348
60,13,2,29.24,2.833,0.9637258530566889
60,13,3,7.71,3.167,0.5709981832263072
60,13,5,21.43,3.433,0.7459948490596532
24,13,1,13.58,2.767,0.870430839837925
24,13,2,33.82,2.5,1.125709327249016
24,13,3,10.79,2.767,0.8478753133439194
24,13,5,19.94,3.367,0.8365156504606155
48,13,1,13.35,2.767,0.871204213494588
48,13,2,31.43,2.833,0.9617824226416315
48,13,3,8.66,2.633,0.6963074511413275
48,13,5,21.77,3.433,0.8116477868673947
72,13,1,12.55,3.033,0.825876454433228
72,13,2,28.33,2.833,0.9459026342565974
72,13,3,8.42,3.233,0.6090126884276874
72,13,5,22.31,3.567,0.8136487831777253
36,13,1,13.61,2.767,0.9043903720529661
36,13,2,32.26,2.633,0.9879821102035004
36,13,3,10.34,2.9,0.7791257493953576
36,13,5,21.17,3.5,0.8346365644520393
108,13,1,9.24,2.5,0.8452299424551446
108,13,2,25.36,2.833,0.9874728844407801
108,13,3,10.9,3.3,0.8412177485962439
108,13,5,25.62,3.567,0.7850416086246754
96,13,1,10.26,2.833,0.7351909187218619
96,13,2,26.4,2.967,1.0060179878528006
96,13,3,10.17,3.233,0.7533821511182546
96,13,5,22.92,3.7,0.8047274306489238
120,13,1,9.93,2.5,1.0208566619513548
120,13,2,23.63,2.767,0.9751325141383012
120,13,3,12.11,3.367,0.8373639260828943
120,13,5,24.96,3.567,0.7987919987960724
156,13,1,12.63,2.5,1.01497357949024
156,13,2,22.1,3.433,0.6218550795706165
156,13,3,12.01,2.967,0.8815653550413709
156,13,5,24.89,3.367,0.8825676213997087
168,13,1,13.04,2.5,1.0015188564775142
168,13,2,19.79,3.433,0.596950296363001
168,13,3,11.88,2.833,0.8759194880760928
168,13,5,23.11,3.3,0.8662945283559544
144,13,1,12.46,2.433,1.0162407913223725
144,13,2,22.04,2.767,0.7121609136611179
144,13,3,12.91,2.9,0.848513367830864
144,13,5,23.94,3.433,0.9010772035400723
132,13,1,12.22,2.367,0.9737781781699469
132,13,2,22.31,2.767,0.927406609550207
132,13,3,12.33,3.233,0.8445722030813978
132,13,5,25.1,3.433,0.8106198331523311
180,13,1,12.55,2.7,0.9873242384128315
180,13,2,22.68,3.433,0.5553217228570844
180,13,3,11.47,2.833,0.9267022660187463
180,13,5,23.16,3.367,0.8540262197954829
12,14,1,13.65,2.767,0.756664156580271
12,14,2,19.04,2.5,0.7399554092217582
12,14,3,12.03,3.167,0.6493333074507498
12,14,5,21.24,3.967,0.8493842856135488
24,14,1,14.43,2.967,0.7125192133537965
24,14,2,20.84,2.567,0.8232477617720468
24,14,3,11.19,2.967,0.5260280153104011
24,14,5,22.25,3.967,0.9743051230229444
36,14,1,14.03,2.967,0.6893436091930079
36,14,2,21.22,2.5,0.9120701268137357
36,14,3,11.17,2.833,0.5178046378757333
36,14,5,22.45,3.833,0.8628042031924392
0,14,1,14.82,2.833,0.7916221415272315
0,14,2,13.99,2.967,0.6030566842746465
0,14,3,11.57,3.167,0.6689764175631331
0,14,5,24.0,3.967,0.9942818928057136
48,14,1,13.73,2.9,0.6420360217930676
48,14,2,19.16,2.633,0.8937733174116432
48,14,3,9.76,3.1,0.5751047694649232
48,14,5,21.19,3.567,0.8604520982965467
60,14,1,14.03,2.833,0.6366329028032058
60,14,2,19.09,2.633,0.8637177025283599
60,14,3,9.2,2.9,0.5276736596659459
60,14,5,21.2,3.567,1.0172181260782134
96,14,1,10.4,2.767,0.42413704517791323
96,14,2,18.93,2.567,0.8865651357690708
96,14,3,12.57,3.1,0.7574711672788809
96,14,5,26.38,3.3,0.9528566846345459
72,14,1,12.87,2.967,0.6053232379132176
72,14,2,19.86,2.767,0.9450542331880497
72,14,3,11.4,2.9,0.6908424331163228
72,14,5,23.56,3.3,0.9325219432507618
84,14,1,12.32,2.9,0.5935080410905677
84,14,2,20.28,2.633,0.9708074488720574
84,14,3,11.96,3.033,0.7961701569042102
84,14,5,24.11,3.367,0.9552124215023023
108,14,1,8.62,2.9,0.5882944725545531
108,14,2,19.76,2.567,0.8548930973030466
108,14,3,13.38,3.1,0.7059733848883313
108,14,5,25.38,3.433,0.990489768364979
156,14,1,12.81,3.767,0.5366316353460863
156,14,2,14.62,2.7,0.5429924988691369
156,14,3,12.93,3.167,0.8603006047346499
156,14,5,23.32,3.367,1.0145217520746213
132,14,1,13.23,3.433,0.47989877586969765
132,14,2,16.25,2.567,0.7135241116090402
132,14,3,13.45,3.1,0.7117864026189021
132,14,5,24.13,3.3,0.9802927722349429
180,14,1,12.92,3.233,0.6424672669762211
180,14,2,16.33,2.633,0.5965421146325887
180,14,3,12.23,2.833,0.9061598490054457
180,14,5,25.47,3.567,0.8868057131645092
12,15,1,14.47,2.633,0.8047654505261442
12,15,2,20.43,3.233,0.8095399719199262
12,15,3,11.5,2.567,1.1567179594101724
12,15,5,22.94,3.167,1.1373418360738041
168,14,1,13.37,3.3,0.5966189237289853
168,14,2,14.79,3.7,0.6976827909832689
168,14,3,11.78,3.033,0.890260634052602
168,14,5,23.3,3.433,0.9824094541385829
120,14,1,9.66,3.3,0.6727925501072285
120,14,2,17.44,2.567,0.7994749443010533
120,14,3,13.4,3.167,0.7172528640366563
120,14,5,24.81,3.433,0.9995785284597033
24,15,1,14.69,2.7,0.8480408568746269
24,15,2,24.17,2.9,0.8157302786348668
24,15,3,11.56,2.367,1.0552896629371398
24,15,5,22.81,3.033,1.0985853293683898
0,15,1,15.73,2.633,0.7514356102530492
0,15,2,16.83,2.767,0.7760717832625144
0,15,3,12.04,2.633,1.1428831180155619
0,15,5,22.39,3.3,1.0573541987557853
144,14,1,12.53,3.433,0.551362573054385
144,14,2,15.69,2.9,0.6334170132933694
144,14,3,12.76,3.233,0.7835741704713137
144,14,5,24.59,3.5,1.0642326351002975
36,15,1,14.86,2.7,0.842278138387546
36,15,2,23.48,2.767,0.8534877096797309
36,15,3,12.15,2.5,0.9186168222060633
36,15,5,23.33,3.033,1.0396719058972625
48,15,1,14.63,2.767,0.8438685400839075
48,15,2,23.97,2.833,0.983410309554688
48,15,3,9.54,2.367,0.9215185466406232
48,15,5,22.08,3.033,1.1083988469499502
60,15,1,15.36,2.767,0.8360479599972152
60,15,2,26.33,2.767,1.0944620490754622
60,15,3,10.17,2.433,1.1670000409112502
60,15,5,22.6,3.033,1.1035344142090096
72,15,1,16.17,2.7,0.8011786439951779
72,15,2,26.2,2.633,1.1651938472489056
72,15,3,9.99,2.567,1.0611101094025386
72,15,5,22.84,2.833,1.0954138422070812
84,15,1,15.1,2.633,0.7939826303206098
84,15,2,27.52,2.633,1.1925265437433756
84,15,3,11.67,2.633,1.091317472035768
84,15,5,22.13,2.9,1.127141556918804
96,15,1,12.77,2.767,0.8169944704472497
96,15,2,27.13,2.633,1.112851061595701
96,15,3,13.44,2.567,1.0634320385657416
96,15,5,21.91,2.967,1.2465022113664992
108,15,1,10.17,2.633,0.7418603054010015
108,15,2,27.58,2.633,1.1395579641740352
108,15,3,14.12,2.633,1.0974517774318961
108,15,5,20.53,2.967,1.2573111034357647
120,15,1,11.56,3.033,0.7174864928158019
120,15,2,27.29,2.7,1.1379975948696888
120,15,3,13.38,2.433,1.0999292193915153
120,15,5,19.98,2.967,1.238614120053648
156,15,1,14.98,2.833,0.7827780384462067
156,15,2,22.57,2.3,0.9971050559573947
156,15,3,13.37,2.567,1.1361442165870757
156,15,5,21.31,3.033,1.2396107580532791
144,15,1,15.05,2.967,0.8036307962110982
144,15,2,26.78,2.567,1.1496857808221932
144,15,3,13.23,2.567,1.1411265907155157
144,15,5,20.02,2.967,1.2438183312366453
132,15,1,14.01,2.767,0.7761358322448498
132,15,2,28.1,2.567,1.1406329767992327
132,15,3,13.63,2.5,1.1635956083219525
132,15,5,21.09,2.9,1.2488988633200235
180,15,1,13.64,2.767,0.7396067065460076
180,15,2,21.75,2.767,0.9597023156283059
180,15,3,13.28,2.633,1.1450123412009579
180,15,5,22.9,3.167,1.0494638980310342
168,15,1,13.19,2.833,0.7600491667814601
168,15,2,19.53,2.367,1.0510008307600454
168,15,3,12.92,2.5,1.1087666494765767
168,15,5,22.63,3.167,1.1303908482349239
0,16,1,15.02,2.967,0.7424935923469522
0,16,2,14.0,2.833,0.9326731247787551
0,16,3,10.94,3.5,0.6162406217969272
0,16,5,22.93,3.767,0.8041456687569112
24,16,1,14.25,3.167,0.7239258967988735
24,16,2,17.96,3.1,0.9071899737765601
24,16,3,11.11,3.233,0.5234676777462074
24,16,5,20.69,3.5,0.8269552065976741
12,16,1,14.65,3.033,0.7833592534121544
12,16,2,16.9,3.1,0.8817065710394475
12,16,3,10.3,3.3,0.57131076871251
12,16,5,21.77,3.633,0.7934073966187387
72,16,1,14.74,3.233,0.5933894228383603
72,16,2,19.33,2.567,1.1326245348697475
72,16,3,11.24,2.967,0.7375961941326749
72,16,5,21.88,3.5,0.8436677799442618
84,16,1,13.99,3.167,0.5749156741435744
84,16,2,19.29,2.7,1.0814886991130783
84,16,3,12.38,2.967,0.8966061421758204
84,16,5,23.36,3.367,0.8568932527843359
48,16,1,13.65,2.967,0.7294580928249464
48,16,2,19.0,2.9,1.0378474595455742
48,16,3,7.54,3.167,0.4744355733980531
48,16,5,20.9,3.367,0.8561212384784679
108,16,1,9.11,3.033,0.6400056325123217
108,16,2,20.24,2.767,1.0179738346319875
108,16,3,12.07,2.833,0.9944284262419163
108,16,5,25.61,3.367,0.9073719710912759
96,16,1,11.67,3.5,0.5601756543781958
96,16,2,19.88,2.633,1.0248544344018304
96,16,3,13.04,2.833,0.9498673447141389
96,16,5,22.37,3.433,0.8915105003055582
36,16,1,14.91,3.1,0.7177629766887222
36,16,2,17.09,3.167,0.9771725699899663
36,16,3,10.46,3.233,0.6008358248941152
36,16,5,20.48,3.5,0.781058043449538
60,16,1,13.41,3.233,0.6461716412848947
60,16,2,18.28,2.767,1.14253373018576
60,16,3,8.81,2.967,0.7334724663237127
60,16,5,21.49,3.3,0.7721424467063875
120,16,1,9.85,2.7,0.7278226980994498
120,16,2,19.73,3.033,0.9405017685074658
120,16,3,11.73,2.9,0.9873981558594093
120,16,5,23.9,3.3,0.8876655854046169
132,16,1,13.05,2.633,0.7184970153083337
132,16,2,17.65,2.967,0.8156420858568907
132,16,3,11.89,2.833,0.9344032844494382
132,16,5,23.75,3.3,0.8923584368074684
156,16,1,14.68,3.1,0.6956513786070747
156,16,2,13.89,3.033,0.7532116138841342
156,16,3,12.84,2.9,0.8692426418840494
156,16,5,22.47,3.3,0.9067221010920754
180,16,1,13.43,2.9,0.7264241199261866
180,16,2,15.13,2.7,1.0733265389873703
180,16,3,12.83,3.167,0.7974960413608772
180,16,5,23.16,3.3,0.8340459609308142
48,17,1,13.53,2.633,0.9403254797016003
48,17,2,21.79,2.633,1.0720659298098905
48,17,3,8.71,2.767,1.3354085714390775
48,17,5,21.5,3.633,0.811258822896718
24,17,1,15.26,2.567,0.9272551025766546
24,17,2,25.03,2.633,0.964014832191047
24,17,3,10.74,2.633,1.0260845561261698
24,17,5,21.24,3.767,0.9997867828082276
0,17,1,15.15,2.5,0.8592679843314213
0,17,2,20.94,2.967,0.6790126561342946
0,17,3,12.27,2.7,1.2155696464359824
0,17,5,21.85,3.9,0.9935791236449112
168,16,1,14.57,3.033,0.7160243822151806
168,16,2,12.51,2.767,0.8460693799088419
168,16,3,13.18,3.033,0.8481190453965763
168,16,5,21.68,3.367,0.9083414346682656
144,16,1,14.83,2.833,0.7464582661484762
144,16,2,15.74,3.033,0.8712012004440339
144,16,3,12.36,2.833,0.8849440655051434
144,16,5,22.5,3.3,0.9049938329093596
12,17,1,16.21,2.433,0.919405940577184
12,17,2,22.78,2.767,0.8478331560459873
12,17,3,12.86,2.633,1.1704288526650268
12,17,5,20.91,3.7,0.8682433200561174
36,17,1,15.05,2.567,0.9296429353203718
36,17,2,23.68,2.567,1.0488031773116073
36,17,3,9.88,2.7,1.1434646319003758
36,17,5,21.07,3.767,0.800478773532899
60,17,1,13.28,2.633,0.9054136851352756
60,17,2,19.6,2.767,1.0338866091330534
60,17,3,8.01,2.567,1.1394734968372628
60,17,5,22.44,3.633,0.9083460263949685
72,17,1,12.71,2.567,0.8584311270324296
72,17,2,19.26,2.767,0.9928049059451978
72,17,3,9.35,2.567,1.1845737705403405
72,17,5,23.93,3.367,0.8129338699258379
84,17,1,12.57,2.567,0.8408157498696844
84,17,2,18.92,2.9,0.9315980756551011
84,17,3,10.2,2.567,1.141878728254114
84,17,5,23.72,3.367,0.8804300869208816
96,17,1,10.85,2.5,0.6584096080283411
96,17,2,19.31,2.967,0.9145961066768408
96,17,3,12.11,2.5,1.1021364430922418
96,17,5,23.99,3.433,0.9146618378476985
120,17,1,9.07,2.567,0.6617572250367397
120,17,2,21.46,2.9,0.9190905328683762
120,17,3,12.86,2.5,1.1926079302624963
120,17,5,22.23,3.367,0.991129833067933
180,17,1,12.83,2.567,0.8038865617449548
180,17,2,15.23,3.367,0.7434279465823328
180,17,3,12.38,2.367,1.2832812573095154
180,17,5,25.86,3.433,0.851224432199861
108,17,1,9.23,2.7,0.6328695526373839
108,17,2,19.82,3.033,0.9404503070634216
108,17,3,13.03,2.5,1.1433355573189559
108,17,5,23.31,3.433,0.9770055701542263
168,17,1,13.2,2.5,0.8120663471175638
168,17,2,12.86,3.633,0.8013646620498154
168,17,3,12.13,2.367,1.242433671205024
168,17,5,23.21,3.3,1.024150606153091
24,18,1,14.04,2.767,0.8251420560263365
24,18,2,22.72,2.367,1.2553725026633211
24,18,3,10.95,3.033,0.7312386520268912
24,18,5,21.75,2.967,1.0628576808812766
12,18,1,15.11,2.7,0.8113255983721522
12,18,2,23.84,2.3,1.2089511195389082
12,18,3,11.65,2.967,0.7801269193143621
12,18,5,21.5,3.033,1.148158705033579
0,18,1,13.73,2.7,0.8260595186644482
0,18,2,19.94,2.367,0.9170007987249658
0,18,3,12.64,2.9,0.8617724877406054
0,18,5,22.21,3.167,1.0565608931185235
156,17,1,12.89,2.567,0.784745469116253
156,17,2,14.66,3.167,0.8790348673833414
156,17,3,13.22,2.433,1.217971110802
156,17,5,23.1,3.233,1.087381735362271
132,17,1,9.78,2.7,0.5788557169234567
132,17,2,20.13,3.1,0.9315757783404618
132,17,3,13.71,2.5,1.1859799625433516
132,17,5,22.89,3.167,1.0211135330569185
144,17,1,10.87,2.7,0.6365867264547529
144,17,2,15.71,3.167,0.8866213113750621
144,17,3,13.31,2.433,1.1987648340431303
144,17,5,24.08,3.367,1.121662096996637
36,18,1,15.28,2.767,0.9002297377632197
36,18,2,23.99,2.3,1.2986733207944865
36,18,3,11.6,3.033,0.7302867533214416
36,18,5,23.52,2.833,1.0586051713269475
48,18,1,14.65,2.633,0.8803935067797332
48,18,2,24.63,2.367,1.31142706161793
48,18,3,8.78,2.9,0.6182391942866253
48,18,5,23.99,3.033,1.140376601102073
60,18,1,15.06,2.633,0.8448875424518607
60,18,2,23.9,2.433,1.2931779949001896
60,18,3,7.72,2.9,0.6712013885100393
60,18,5,24.6,3.033,1.149305227585184
108,18,1,9.35,2.767,0.7360889190458528
108,18,2,23.3,2.5,1.1044558909069082
108,18,3,12.37,3.167,0.8210580841123246
108,18,5,22.42,2.967,1.1663958720039471
72,18,1,15.06,2.5,0.8749870883999444
72,18,2,23.5,2.433,1.2471703053582723
72,18,3,8.57,2.9,0.7737461037948932
72,18,5,23.87,2.9,1.1360115115335208
96,18,1,12.07,2.567,0.8797272810319972
96,18,2,23.89,2.5,1.1407498597674512
96,18,3,12.36,3.1,0.8097774527737599
96,18,5,24.66,3.033,1.17489148146589
84,18,1,14.27,2.633,0.8806918305903929
84,18,2,23.89,2.5,1.1787018360265575
84,18,3,10.86,3.033,0.7922140301021927
84,18,5,24.46,2.9,1.1200734628861035
144,18,1,12.0,3.167,0.5905600409594355
144,18,2,25.5,2.233,1.1193163001758122
144,18,3,15.7,2.9,0.8650012664627161
144,18,5,21.96,2.833,1.1528308914480203
132,18,1,10.74,2.9,0.5472980046781786
132,18,2,24.74,2.3,1.1406279057979394
132,18,3,14.15,3.033,0.8456573116236822
132,18,5,23.83,2.9,1.1477714804294488
120,18,1,9.87,3.1,0.5977006992582644
120,18,2,25.17,2.433,1.1159249611137125
120,18,3,13.74,3.167,0.8255095775890379
120,18,5,23.78,2.9,1.1574777822493945
156,18,1,11.78,2.967,0.6312239022957522
156,18,2,24.59,2.3,0.9758062762323654
156,18,3,15.07,2.9,0.882776707379037
156,18,5,23.47,2.967,1.180247961157745
168,18,1,11.31,2.9,0.7446266466414787
168,18,2,17.93,2.367,0.8869096303186624
168,18,3,14.21,2.9,0.868513757331362
168,18,5,24.76,2.9,1.0907560313860358
180,18,1,11.86,2.833,0.807207877070724
180,18,2,21.92,2.033,0.8823168946524086
180,18,3,14.36,2.967,0.8487049634186892
180,18,5,26.56,2.9,1.0927605769024336
48,19,1,15.79,3.367,0.6966696083594996
48,19,2,26.28,3.233,1.0102299477684908
48,19,3,7.39,2.9,0.7243514496286153
48,19,5,22.78,3.367,1.034492888557202
0,19,1,13.58,2.967,0.8674564972312496
0,19,2,20.15,3.167,0.6978623207601558
0,19,3,10.85,3.433,0.7259229584813255
0,19,5,24.88,3.5,0.8520716148911915
60,19,1,15.09,3.567,0.6369797691351408
60,19,2,26.05,3.1,1.0247997587347613
60,19,3,6.78,2.833,0.7817806676684544
60,19,5,22.1,3.367,0.8841323171677477
12,19,1,13.46,3.1,0.8544734870635966
12,19,2,25.03,2.7,0.665535395385824
12,19,3,10.39,3.233,0.7288754501499698
12,19,5,24.97,3.5,0.9676553418078406
24,19,1,14.46,3.3,0.76743978891885
24,19,2,25.97,2.967,0.7634284108290997
24,19,3,10.63,3.233,0.739268947802986
24,19,5,22.64,3.433,0.9676557068046178
36,19,1,15.28,3.3,0.7047115520571122
36,19,2,27.13,3.167,0.875352998389676
36,19,3,9.71,3.033,0.7970464932697493
36,19,5,21.1,3.3,0.9165248389722368
108,19,1,10.12,3.167,0.5337788637692289
108,19,2,20.54,3.3,0.8749529781055069
108,19,3,12.31,3.5,0.7451232596977136
108,19,5,25.89,3.833,0.8990345546584169
96,19,1,12.35,3.833,0.6165236441395198
96,19,2,22.13,3.233,0.8659151319770245
96,19,3,10.2,3.433,0.8008168283846294
96,19,5,23.54,3.633,0.9276860351089226
84,19,1,12.25,3.633,0.5578982573056315
84,19,2,23.55,3.3,0.9088753484817733
84,19,3,8.9,3.233,0.8370123121082615
84,19,5,24.02,3.7,0.9128509000325458
72,19,1,14.91,3.5,0.5904731521222828
72,19,2,25.26,3.233,1.015665892859305
72,19,3,7.68,3.3,0.7755643194251887
72,19,5,23.0,3.567,0.946557223994025
120,19,1,9.93,2.967,0.6103232216979161
120,19,2,20.32,3.233,0.8406959058673702
120,19,3,11.89,3.5,0.6879646467487647
120,19,5,25.83,3.9,0.8778994342016077
144,19,1,15.24,3.3,0.5634500092964478
144,19,2,18.86,3.3,0.7617874238929236
144,19,3,10.19,3.767,0.6925097827245486
144,19,5,25.65,3.833,0.8440460948455893
168,19,1,15.23,3.767,0.5142584493524097
168,19,2,13.28,3.5,0.6504592414837677
168,19,3,9.85,3.7,0.6290584159423775
168,19,5,24.28,3.967,0.878151478465179
0,20,1,14.52,2.9,0.6987759950935758
0,20,2,15.9,2.633,0.9179233607945175
0,20,3,12.79,2.367,0.9384316299119358
0,20,5,20.95,3.767,0.9421678232259109
12,20,1,15.35,2.9,0.6749342190473434
12,20,2,17.94,2.767,0.9365660531465828
12,20,3,11.98,2.5,0.9400030116171599
12,20,5,19.37,3.567,0.8585969243959686
180,19,1,13.72,4.1,0.4842524831034626
180,19,2,17.15,3.367,0.804859239216168
