site,set_id,p32_label,set_effective_generation_rmin,set_likelihood_rmin,kr_used,kr_ci_low,kr_ci_high,observed_P21,calibration_factor_C,calibration_factor_mode,unit_p32_mc_replicates,unit_p32_mc_volume,mean_fracture_area,fracture_number_density_for_unit_p32,calibration_factor_std,calibration_factor_ci_low,calibration_factor_ci_high,P32_hat,P32_ci_low,P32_ci_high,P32_reference,P32_abs_error,P32_relative_error_percent,kr_adoption_status,p32_status,notes
laxemar,1,P32_r_ge_0p5m,0.5,0.5,2.75,2.3,3.05,0.7660257297512645,0.7911301038959717,forward_mc_lmin,32,329.52573447072433,2.8525579705341007,0.35056255134151204,0.12052736024843913,0.7153275542516819,1.07190972213669,0.968267704615108,0.910180291082231,0.9718759149636638,0.9140547367013874,0.054212967913720655,5.931041734914339,accepted,p32_mc_pilot_candidate,v4.1 polygon window MC uses tunnel polygon clipping; rough face mesh geometry is not directly modeled yet; calibration_factor_mode=forward_mc_lmin; calibration_method=forward_mc_lmin; calibration_factor_C=0.791130; p32_method=observed_P21_over_calibration_factor; p32_ci_method=kr_only_calibration_propagation
laxemar,2,P32_r_ge_0p5m,0.9769999980926514,0.9769999980926514,2.85,2.6475,5.254999999999998,0.24615096416552973,0.31113137082781117,forward_mc_lmin,32,456.59567908061285,9.964338051595467,0.10035789581023721,0.025710355330197544,0.2829225872539091,0.3746223174938815,0.7911480077068686,0.7980270742651774,0.8010181248532857,1.0260000020896711,0.23485199438280258,22.890057885426476,accepted,p32_mc_pilot_candidate,v4.1 polygon window MC uses tunnel polygon clipping; rough face mesh geometry is not directly modeled yet; calibration_factor_mode=forward_mc_lmin; calibration_method=forward_mc_lmin; calibration_factor_C=0.311131; p32_method=observed_P21_over_calibration_factor; p32_ci_method=kr_only_calibration_propagation
laxemar,3,P32_r_ge_0p5m,0.8579999804496765,0.8579999804496765,3.2,2.9000000000000004,4.0,0.7605670790602221,0.7707318516036119,forward_mc_lmin,32,610.8843461102256,6.160469129555318,0.16232530006561094,0.029654253841923578,0.735666359587304,0.8415850699323268,0.9868115317639454,0.9877412377234175,0.9924559299366782,0.9750000225114372,0.011811509252508179,1.2114368184406503,accepted,p32_mc_pilot_candidate,v4.1 polygon window MC uses tunnel polygon clipping; rough face mesh geometry is not directly modeled yet; calibration_factor_mode=forward_mc_lmin; calibration_method=forward_mc_lmin; calibration_factor_C=0.770732; p32_method=observed_P21_over_calibration_factor; p32_ci_method=kr_only_calibration_propagation
laxemar,5,P32_r_ge_0p5m,0.5,0.5,3.75,3.3,4.476249999999999,0.5738474300717591,0.5655755302413238,forward_mc_lmin,32,132.00627342551593,1.6829642309623172,0.5941896931631168,0.006289584574544812,0.556782944164382,0.5776753765590211,1.0146256324542644,1.0160635180422581,1.0164992108530315,0.9796382858790327,0.034987346575231726,3.5714556157671464,accepted,p32_mc_pilot_candidate,v4.1 polygon window MC uses tunnel polygon clipping; rough face mesh geometry is not directly modeled yet; calibration_factor_mode=forward_mc_lmin; calibration_method=forward_mc_lmin; calibration_factor_C=0.565576; p32_method=observed_P21_over_calibration_factor; p32_ci_method=kr_only_calibration_propagation
