set_id,lmin_fit,kr_window_mc,loglik,loglik_joint,loglik_length_only,loglik_class_only,mc_accepted_used,max_loglik,delta_loglik,dfn_model,generation_rmin,generation_rmax,estimation_rmin,estimation_rmax,set_likelihood_rmin,set_effective_generation_rmin,set_table_r0,set_rmin_mode,rmin_support_status,p32_label,entrypoint_script
1,0.5,5.45,-659.6466155406083,-659.6466155406083,-556.4603779570903,-109.2357945201964,70314.0,-589.9759360138238,69.67067952678451,laxemar,0.5,250.0,0.5,250.0,0.5,0.5,0.328000009059906,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
1,0.5,5.5,-661.4711230340931,-661.4711230340931,-558.1123350042709,-109.40118859002168,70314.0,-589.9759360138238,71.49518702026933,laxemar,0.5,250.0,0.5,250.0,0.5,0.5,0.328000009059906,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,1.5,-202.76824450414858,-202.76824450414858,-165.9553988030289,-57.18209991404697,69260.0,-171.61944546999584,31.148799034152745,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,1.55,-199.4783302760391,-199.4783302760391,-163.87265287263253,-54.333513173366114,69260.0,-171.61944546999584,27.85888480604325,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,1.6,-196.41026185670503,-196.41026185670503,-161.87166165095562,-51.69084317385244,69260.0,-171.61944546999584,24.790816386709196,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,1.65,-193.5674380069947,-193.5674380069947,-159.96732043390824,-49.25691271033788,69260.0,-171.61944546999584,21.947992536998868,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,1.7,-190.94999798781782,-190.94999798781782,-158.17128225573475,-47.03140343207252,69260.0,-171.61944546999584,19.330552517821985,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,1.75,-188.5549953110093,-188.5549953110093,-156.49184679762652,-45.011026760122576,69260.0,-171.61944546999584,16.935549841013454,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,1.8,-186.37670273300088,-186.37670273300088,-154.93404839037254,-43.18982222609632,69260.0,-171.61944546999584,14.757257263005044,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,1.85,-184.4070166774967,-184.4070166774967,-153.49990749998875,-41.55955261594817,69260.0,-171.61944546999584,12.78757120750086,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,1.9,-182.6359234814651,-182.6359234814651,-152.18880049913577,-40.11015940172294,69260.0,-171.61944546999584,11.016478011469275,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,1.95,-181.05198926174933,-181.05198926174933,-150.9979000319352,-38.830241171047774,69260.0,-171.61944546999584,9.432543791753488,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
2,0.5,2.0,-179.6428391030789,-179.6428391030789,-149.92264175474617,-37.70752146448602,69260.0,-171.61944546999584,8.02339363308306,laxemar,0.5,250.0,0.5,250.0,0.9769999980926514,0.9769999980926514,0.9769999980926514,effective_generation,matched,P32_r_ge_0p5m,dfn_analysis/estimate_kr.py
