trace_id,face_id,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,set_id,x_face,x_face_nominal,dx,parent_fracture_id,normal_x,normal_y,normal_z,confidence
182,3,12.0,-5.056875228881836,1.383455514907837,12.0,-5.380690895901811,1.0243794587128865,2,12.0,12.0,0.0,2255934,0.8716380000114441,-0.3639993369579315,0.3282555341720581,1.0
183,3,12.0,2.1146528720855713,4.587170124053955,12.0,2.6629703044891357,3.028167247772217,2,12.0,12.0,0.0,2332056,0.9472640156745911,-0.3023017346858978,-0.10632265359163284,1.0
184,3,12.0,-0.5359264612197876,3.7316246032714844,12.0,-0.3148380517959595,0.7134928703308105,2,12.0,12.0,0.0,2453966,0.9182058572769165,-0.3950450122356415,-0.028938384726643562,1.0
185,3,12.0,-0.5239515900611877,3.2094109058380127,12.0,-0.24642592668533325,1.626833200454712,2,12.0,12.0,0.0,2461797,0.873673141002655,-0.47920089960098267,-0.08403413742780685,1.0
186,3,12.0,0.46015629172325134,7.899367332458496,12.0,-0.4016801416873932,5.920984268188477,3,12.0,12.0,0.0,2466052,-0.09922638535499573,-0.9122623801231384,0.3974058926105499,1.0
187,3,12.0,-3.4838626384735107,3.769742488861084,12.0,-4.984676361083984,0.1770176887512207,3,12.0,12.0,0.0,2528841,-0.4297794699668884,-0.8331605195999146,0.34804192185401917,1.0
188,3,12.0,1.311862704704335,7.7829536269465525,12.0,2.273363236981402,1.7763568394002505e-15,3,12.0,12.0,0.0,2573061,-0.6834908723831177,-0.7244517207145691,-0.08949825912714005,1.0
189,3,12.0,-2.191272321898526,7.489706246385834,12.0,-0.5902477467979641,1.7763568394002505e-15,3,12.0,12.0,0.0,2673183,-0.4985293745994568,-0.8477209806442261,-0.1812116503715515,1.0
190,3,12.0,4.5695327411597155,5.506977342426553,12.0,3.0100483894348145,4.6346235275268555,3,12.0,12.0,0.0,2674845,-0.7237614393234253,-0.3368793725967407,0.6022305488586426,1.0
191,3,12.0,-4.082683083319854,6.129567909064209,12.0,-3.857588529586792,5.691981315612793,3,12.0,12.0,0.0,2726702,-0.5818207859992981,-0.7232393026351929,-0.37203431129455566,1.0
192,3,12.0,-3.8486344814300537,5.287265300750732,12.0,-3.3262526988983154,3.4274067878723145,3,12.0,12.0,0.0,2770708,-0.43024197220802307,-0.8690837025642395,-0.2441011518239975,1.0
193,3,12.0,0.40150249004364014,3.7131266593933105,12.0,1.4327499866485596,0.18121623992919922,3,12.0,12.0,0.0,2776058,-0.4051206707954407,-0.8776187300682068,-0.2562471926212311,1.0
194,3,12.0,-4.1690354347229,3.7781283855438232,12.0,-3.8303253650665283,1.6228783130645752,3,12.0,12.0,0.0,2842251,-0.05407911539077759,-0.9864295721054077,-0.15502315759658813,1.0
195,3,12.0,0.844637930393219,3.048948049545288,12.0,2.236233949661255,1.7593591213226318,3,12.0,12.0,0.0,2945272,-0.5933891534805298,-0.547111451625824,-0.590388298034668,1.0
196,3,12.0,-0.5712511550240541,7.90957482001965,12.0,-0.5560373067855835,7.707240581512451,3,12.0,12.0,0.0,2959241,-0.5126124024391174,-0.8562031388282776,-0.06437934190034866,1.0
197,3,12.0,1.8032022714614868,4.898336410522461,12.0,1.6519356966018677,2.2019824981689453,3,12.0,12.0,0.0,2987234,-0.21708233654499054,-0.9746208190917969,0.05467665195465088,1.0
198,3,12.0,1.177654504776001,1.6470619440078735,12.0,1.7349638430216814,-2.220446049250313e-16,3,12.0,12.0,0.0,3039560,-0.38329559564590454,-0.8748984932899475,-0.29603564739227295,1.0
199,3,12.0,-0.7291930913925171,1.8057979345321655,12.0,-0.4033454473676861,0.0,3,12.0,12.0,0.0,3070458,-0.8049086332321167,-0.5839678049087524,-0.10537420958280563,1.0
200,3,12.0,-3.06219220161438,1.3711307048797607,12.0,-2.2002540991501625,2.220446049250313e-16,3,12.0,12.0,0.0,3117470,-0.6477118134498596,-0.6450221538543701,-0.4054822623729706,1.0
201,3,12.0,-0.1908794641494751,5.158438682556152,12.0,1.0965243577957153,3.2923154830932617,3,12.0,12.0,0.0,3174124,-0.7541911602020264,-0.5405095219612122,-0.372887521982193,1.0
202,3,12.0,2.9058194160461426,3.499497413635254,12.0,1.6435494422912598,1.9320526123046875,3,12.0,12.0,0.0,3186708,-0.5742116570472717,-0.6376494765281677,0.5135018229484558,1.0
203,3,12.0,-3.636813163757324,4.107785701751709,12.0,-1.3926024436950684,1.7898883819580078,3,12.0,12.0,0.0,3260931,-0.6559318900108337,-0.5422884821891785,-0.5250490307807922,1.0
204,3,12.0,3.554905652999878,4.078449726104736,12.0,4.262184143066406,2.8147130012512207,3,12.0,12.0,0.0,3268815,0.2936939001083374,-0.8341444730758667,-0.4668477773666382,1.0
205,3,12.0,2.746975898742676,4.991037368774414,12.0,3.181335926055908,2.3456640243530273,3,12.0,12.0,0.0,3398542,-0.6097375750541687,-0.7821301817893982,-0.1284227818250656,1.0
206,3,12.0,-1.4930418729782104,4.4718828201293945,12.0,-1.4302741289138794,4.210471153259277,3,12.0,12.0,0.0,3414961,-0.5484851002693176,-0.8130512237548828,-0.19522243738174438,1.0
207,3,12.0,4.900871276855469,3.9396331310272217,12.0,4.67437744140625,2.4419829845428467,3,12.0,12.0,0.0,3458894,-0.2946852743625641,-0.9448503851890564,0.14289265871047974,1.0
208,3,12.0,4.836265563964844,1.2792916297912598,12.0,4.714408953893272,0.0,3,12.0,12.0,0.0,3473623,-0.35819268226623535,-0.9294407367706299,0.08853209763765335,1.0
209,3,12.0,3.7609071731567383,6.439352989196777,12.0,2.9629478454589844,4.610996246337891,3,12.0,12.0,0.0,3516025,-0.0018863121513277292,-0.9165136218070984,0.39999905228614807,1.0
210,3,12.0,-2.938897879743188,7.105838976227225,12.0,-2.5413103103637695,6.336130142211914,3,12.0,12.0,0.0,3588276,-0.4665886163711548,-0.7858297228813171,-0.40591469407081604,1.0
211,3,12.0,-1.281583547592163,5.546506881713867,12.0,-2.6243257883070896,0.0,3,12.0,12.0,0.0,3617869,0.03813822939991951,-0.9712178111076355,0.23512008786201477,1.0
212,3,12.0,-3.56587553024292,3.554563045501709,12.0,-2.2466044425964355,1.5087342262268066,3,12.0,12.0,0.0,3783186,-0.6989243626594543,-0.6010591983795166,-0.3875984251499176,1.0
