set_id,n_traces,censored_ratio,P32_uncorrected,P32_selection_corrected,P32_used,set_weight,p_obs,P21_observed,method,warnings
1,47,0.5531914893617021,0.364913072866801,0.364913072866801,0.364913072866801,0.06248914070755732,1.0,0.27307655788304214,orientation_corrected_p21_proxy,P30 could not be estimated reliably from the radius model.
2,61,0.7049180327868853,1.5697200669085063,1.5697200669085063,1.5697200669085063,0.2688049988505796,1.0,0.35362676917735586,orientation_corrected_p21_proxy,P30 could not be estimated reliably from the radius model.
3,88,0.5568181818181818,1.3803786990523257,1.3803786990523257,1.3803786990523257,0.23638144305748526,1.0,0.6952960346072401,orientation_corrected_p21_proxy,P30 could not be estimated reliably from the radius model.
4,139,0.8992805755395683,2.2372807638917935,2.2372807638917935,2.2372807638917935,0.3831207014832732,1.0,2.228917896459639,orientation_corrected_p21_proxy,
5,32,0.5,0.2873311900697286,0.2873311900697286,0.2873311900697286,0.049203715901104624,1.0,0.15538048559625905,orientation_corrected_p21_proxy,P30 could not be estimated reliably from the radius model.
