set_id,n_traces,n_valid_traces,total_length_yz,mean_length_yz,median_length_yz,std_length_yz,min_length_yz,max_length_yz,observed_P21,censoring_type_0_count,censoring_type_1_count,censoring_type_2_count,censored_ratio,theta_yz_mean_axial,theta_yz_dispersion,observation_window_area
1,47,47,80.75050934156477,1.7180959434375482,1.7514192984902301,0.9957865961433244,0.10056299581078486,3.870601776245757,0.27307655788304214,21,26,0,0.5531914893617021,87.29284944286059,0.17145709879537308,295.70648600364285
2,61,61,104.56972927025723,1.7142578568894626,1.3309022669929234,1.6065800320393542,0.002531684403712338,8.263085266620939,0.35362676917735586,18,38,5,0.7049180327868853,94.14959984357758,0.7718025374122182,295.70648600364285
3,88,88,205.60354712597422,2.3364039446133433,1.9004831026667417,1.8941853457496496,0.06862186801813923,8.083593294215543,0.6952960346072401,39,41,8,0.5568181818181818,91.88592321757464,0.2370979194959868,295.70648600364285
4,139,139,659.1054787527113,4.7417660341921675,4.500154938145464,2.872889750275642,0.10093602540723523,11.06984351318439,2.228917896459639,14,79,46,0.8992805755395683,31.31039688312208,0.203943126809065,295.70648600364285
5,32,32,45.94701738920941,1.435844293412794,1.560702420793181,0.7693280199465348,0.2172385791370789,3.540381165738907,0.15538048559625905,16,15,1,0.5,134.8130755733462,0.3042410894748382,295.70648600364285
