trace_id,face_id,set_id,x_face_nominal,x_mid_rough,x_span,rough_offset_p0,rough_offset_p1,rough_offset_mid,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,length_yz,length_3d,length_ratio_3d_to_yz,theta_yz_deg,valid_length,valid_x_tolerance,confidence,parent_fracture_id,x_face,normal_x,normal_y,normal_z,rough_length_warning,censoring_class,is_p0_on_boundary,is_p1_on_boundary,distance_p0_to_boundary,distance_p1_to_boundary
39,1,3,0.008708459,0.008708461,0.109609758,0.054804881,-0.054804877,2.0000000006820118e-09,0.06351334,-3.0293624,3.25,-0.046096418,-4.055188,6.1,3.028996230043108,3.0309787958123655,1.0006545289656004,109.7957724522547,True,True,1.0,2838541,0.008708459,-0.06133615,-0.93839,-0.34009126,False,1,False,True,2.379385473899302,0.04029188061712311
40,1,3,0.007954905,0.007954905,0.010721146,-0.005360573,0.005360573,0.0,0.002594332,-4.3452373,0.035976604,0.013315478,-4.375974,0.5,0.4650402743443441,0.465163841816855,1.0002657134861817,93.78971033019099,True,True,1.0,2870582,0.007954905,-0.895918,-0.44408208,-0.011048661,False,1,True,False,0.035976604,0.5
41,1,3,-0.02214393,-0.02214392993,0.043410234140000004,0.02170511714,-0.021705117000000003,6.999999885293207e-11,-0.00043881286,4.5047626,2.8930283,-0.043849047,5.115341,4.4,1.6259673081422794,1.6265466902537842,1.0003563307260874,67.94372850128902,True,True,1.0,2887291,-0.02214393,-0.4999361,-0.8073818,0.31336638,False,1,False,True,1.0033526388380622,0.030796205285925634
42,1,3,0.03724374,0.0372437385,0.011621751,-0.005810876999999999,0.005810874000000001,-1.4999999992104662e-09,0.031432863,3.6971605,0.05,0.043054614,3.7033172,1.85,1.800010529123341,1.8000480465952002,1.0000208429180009,89.80402691660447,True,True,1.0,2898063,0.03724374,-0.32287654,-0.946425,0.005518305,False,1,True,False,0.05,1.791492778222052
43,1,3,-0.014196229,-0.014196229000000001,0.002122839999999999,-0.0010614200000000004,0.0010614199999999987,-1.734723475976807e-18,-0.015257649,4.2706966,3.05,-0.013134809,4.1845665,5.55,2.501483238825719,2.501484139581076,1.000000360088504,91.9731760520221,True,True,1.0,2924421,-0.014196229,-0.7211909,-0.69236195,-0.022772301,False,0,False,False,1.212888058359614,0.29933788888628776
44,1,3,0.09310141,0.09310141499999999,0.03981386999999999,0.019906939999999998,-0.01990692999999999,4.999999997368221e-09,0.11300835,-0.63542163,5.95,0.07319448,-0.18629064,7.9,2.0010543836133943,2.0014504216749307,1.0001979146917643,77.02962819079414,True,True,1.0,2935281,0.09310141,-0.72930276,-0.6699143,0.13904063,False,1,False,True,1.9457763465580844,0.04429486111801216
45,1,3,-0.03283957,-0.03283957175,0.0726590965,0.0363295465,-0.03632955,-1.7499999990788773e-09,0.0034899765,-4.172744,0.55,-0.06916912,-4.38593,5.75,5.204368191298153,5.204875369775937,1.0000974524590003,92.34765799290612,True,True,1.0,2969794,-0.03283957,-0.63607484,-0.77057457,-0.04029383,False,1,False,True,0.55,0.02151116485494167
46,1,3,0.002280806,0.0022808055,0.029485757,0.014742878000000001,-0.014742879,-4.999999997368221e-10,0.017023684,4.1736846,0.95,-0.012462073,3.8148336,2.7,1.7864137371283844,1.7866570600053229,1.0001362074596054,101.58829961075266,True,True,1.0,3029918,0.002280806,-0.6004719,-0.78135085,-0.17007153,False,0,False,False,0.95,1.7015345821278762
47,1,3,0.02042605,0.0204260475,0.09234182499999999,-0.046170915,0.046170909999999996,-2.5000000021535573e-09,-0.025744865,4.531269,3.65,0.06659696,3.9346895,6.25,2.667565762979472,2.669163560455706,1.0005989721034843,102.9230303863574,True,True,1.0,3041881,0.02042605,-0.53904563,-0.82495844,-0.16992158,False,1,False,True,0.8262223445043424,0.02486041964676601
48,1,3,0.01661171,0.0166117083,0.0369806914,-0.0184903474,0.018490344000000002,-1.6999999984113057e-09,-0.0018786374,-4.195237,0.010942236,0.035102054,-3.258008,1.35,1.6344644057824202,1.634882706895544,1.0002559254956205,55.01117998484876,True,True,1.0,3057506,0.01661171,-0.6075055,-0.6425892,0.46692204,False,1,True,False,0.010942236,1.35
