set_id,n_traces,n_valid_traces,total_length_yz,mean_length_yz,median_length_yz,std_length_yz,min_length_yz,max_length_yz,observed_P21,censoring_type_0_count,censoring_type_1_count,censoring_type_2_count,censored_ratio,theta_yz_mean_axial,theta_yz_dispersion,single_face_area,observation_window_face_count,observation_window_area
1,41,41,70.41569065992923,1.7174558697543714,1.3637687807348597,1.2012735557577137,0.2761522030435577,4.681857085984008,0.2381269738502177,19,22,0,0.5365853658536586,85.60537205000766,0.211564104769276,73.92662150091071,4,295.70648600364285
2,54,54,112.9311045709044,2.091316751313044,1.8604922312249603,1.4824749986980437,0.12232763779698103,7.467144400712179,0.3819026971546143,24,27,3,0.5555555555555556,82.78407423618873,0.6820197120308371,73.92662150091071,4,295.70648600364285
3,89,89,213.19655160727422,2.3954668719918453,1.8505411767879945,2.0067364543902895,0.17802477003640957,8.093223476349984,0.7209735386211577,44,37,8,0.5056179775280899,93.28472237660792,0.26316939409676277,73.92662150091071,4,295.70648600364285
4,114,114,541.3727223741917,4.748883529598173,4.40977834586192,3.040703989876302,0.1084063229442169,11.0718046870268,1.8307773011361084,10,65,39,0.9122807017543859,29.229567251584122,0.1902346012148094,73.92662150091071,4,295.70648600364285
5,28,28,55.92432809587864,1.9972974319956658,1.9579093475025604,1.3957694634550817,0.2328850040357834,6.120959686256734,0.18912107357425262,13,15,0,0.5357142857142857,136.038577457159,0.2885287081080573,73.92662150091071,4,295.70648600364285
