set_id,size_model,GT_trend,GT_plunge,inverted_trend,inverted_plunge,angular_error_deg,GT_fisher_kappa,inverted_fisher_kappa,GT_powerlaw_kr,inverted_powerlaw_kr,GT_exp_mean,GT_exp_lambda,inverted_exp_mean,inverted_exp_lambda,GT_P32,inverted_P32_set,P32_abs_error,P32_rel_error_pct,GT_set_weight,inverted_set_weight,set_weight_error_pct,n_traces,n_clipped,clipping_ratio,boundary_hit,identifiability_flags
S1,pareto,338.1,4.5,340.59242649011793,2.9814892399001782,2.913975222398121,13.06,14.861405474787952,2.85,0.495801022076411,,,,,1.31,0.364913072866801,-0.945086927133199,-72.1440402391755,0.18631773574171528,0.06248914070755732,-66.46098104466905,47,26,0.5531914893617021,False,OK
S2,pareto,100.4,0.2,106.7517940515361,0.9655607412692068,6.397389487020091,19.62,18.30055231394258,3.04,0.39613700584667255,,,,,1.026,1.5697200669085063,0.5437200669085063,52.99415856808053,0.14592518845114494,0.2688049988505796,84.20740223376464,61,43,0.7049180327868853,False,CLIPPING_DOMINANT;FLAT_PROFILE;BOUNDARY_HIT_LOWER
S3,pareto,212.9,0.9,210.90959608866416,1.9791922330085294,2.26356921172858,10.46,10.424946308928238,3.01,0.7202638689979641,,,,,0.975,1.3803786990523257,0.4053786990523257,41.5773024669052,0.13867159721234534,0.23638144305748526,70.46132575765935,88,49,0.5568181818181818,False,OK
S4,exponential,3.3,62.1,8.385463162972695,58.212021049705,4.636049542520676,10.13,11.828827532699549,,,4.0,0.25,3.3948131769278485,0.29456701971003735,2.32,2.2372807638917935,-0.0827192361082063,-3.5654843150088924,0.3299672877257858,0.3831207014832732,16.10869190210749,139,125,0.8992805755395683,False,CLIPPING_DOMINANT;FLAT_PROFILE;BOUNDARY_HIT_LOWER
S5,pareto,243.0,24.4,240.0926799397384,27.99011542103349,4.43737102465379,23.52,19.40718737694326,3.602,0.6371854806849653,,,,,1.4,0.2873311900697286,-1.1126688099302713,-79.47634356644795,0.19911819086900867,0.049203715901104624,-75.2891909642381,32,16,0.5,False,OK
