face_id,trace_id,x_face,y0,z0,y1,z1,length,local_orientation_2d,confidence
1,1,-25.0,-1.0479664719275616,1.4547572210305173,-1.3357942829395417,0.0,1.4829576598582919,-1.7661264355473956,1.0
1,2,-25.0,-3.8039130901386016,4.011950356690437,-3.4252954646427933,0.9523952627696428,3.082892907493344,-1.4476730362340464,1.0
1,3,-25.0,4.75453179209132,0.42341754907453444,4.691916042159527,0.0,0.42802237441961666,-1.7176140456461182,1.0
1,4,-25.0,-4.793691149757139,5.162080650917946,-4.255951830511354,3.45048101805332,1.7940838549759153,-1.2663875352606193,1.0
1,5,-25.0,-1.575693143399287,2.718168108343391,-2.1955436925245553,1.2187066705921707,1.6225286766506943,-1.9627855201210276,1.0
1,6,-25.0,2.308531241502201,3.4339543457644477,0.06846484891241646,0.0,4.099992669750123,-2.148806734462273,1.0
1,7,-25.0,0.21570333942635958,6.232434812370816,-0.517242159078357,3.85967735507196,2.4833821806048424,-1.8703984037888943,1.0
1,8,-25.0,1.7861263048211184,7.651060013798849,0.15703088163551257,0.0,7.822574463218355,-1.7805875058624252,1.0
1,9,-25.0,-1.547778355008642,1.9435585557862614,-1.5589302256205106,0.36985303917844925,1.5737450292915953,-1.5778825852019573,1.0
1,10,-25.0,-2.2589107776741124,7.456859492735459,-1.8970715236325904,5.740423636672638,1.7541606807084222,-1.363029915390679,1.0
1,11,-25.0,-0.6402919733453736,3.4460900837531847,-1.196637907421527,0.924031157457031,2.5826927858483626,-1.7879111980481317,1.0
1,12,-25.0,2.2188308097724367,5.929955238423598,1.8620393163122706,4.343870258735694,1.625720065877614,-1.7920641844750647,1.0
1,13,-25.0,-3.522353507745692,4.553646479684921,-3.6059758064934004,4.093623289233528,0.46756178693401534,-1.7506113579714544,1.0
1,14,-25.0,-0.6523104839855839,0.9787432904442437,-0.6182088601234907,0.0,0.9793371989971875,-1.535968160264365,1.0
1,15,-25.0,0.791067487301914,7.889645588601285,0.8653634514674589,7.590201302628857,0.3085235334505705,-1.3275946267346668,1.0
1,16,-25.0,1.8046631241689988,2.3656054857740294,0.6334715020893493,3.4097916864718263,1.5690808256292155,2.413460819430001,1.0
1,17,-25.0,4.986634789440086,4.784773682064131,4.034740638448909,4.031488286076527,1.213895120057501,-2.4721458438646526,1.0
1,18,-25.0,2.0226138559501883,0.6421148088989531,0.5791700906386147,1.6380850697138034,1.7537065501515507,2.5376124619104825,1.0
1,19,-25.0,2.9039962340891186,1.0261207778099082,2.8883232042314044,2.5433009541229548,1.5172611282380526,1.5811263275518452,1.0
1,20,-25.0,3.137532445069974,4.033597585239114,2.954438240414165,7.09443882652552,3.0663125398657995,1.6305433942980294,1.0
1,21,-25.0,-2.718397005806991,1.1158898202370298,-1.758083624347381,3.437093140445463,2.512008488114052,1.1785240652701472,1.0
1,22,-25.0,2.3554609319449473,2.567342935293624,2.4551036552557437,4.099859338026466,1.535752322789714,1.5058686915118777,1.0
1,23,-25.0,3.7095343831852166,0.3473961708379252,3.9712568697780934,0.7233398720979034,0.4580745861815632,0.9626423065237286,1.0
1,24,-25.0,-2.66555119557067,0.6244712817328011,-2.2191031785886888,2.369026606880344,1.8007745873284065,1.320263703348319,1.0
1,25,-25.0,-2.9745852293998514,6.790903258804791,-2.9049252087694377,7.1307607617035975,0.3469231049538815,1.368628134640425,1.0
