trace_id,face_id,x_face,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,set_id,parent_fracture_id
252,3,5.9626126,6.057124,-0.9363226,2.05,5.868101,-5.0952373,0.20676936,4,3931480
253,3,6.043054,5.978356,2.6047628,7.257348,6.107753,-1.0952374,6.2368956,4,3933064
254,3,6.0139585,5.984362,1.6547626,7.665635,6.043555,-5.2952375,3.8857117,4,3934136
255,3,6.054924,6.064322,-0.24523732,7.9116445,6.045526,-5.0952373,4.5122647,4,3938383
256,3,6.061407,6.0595703,4.1912904,6.0,6.063244,-1.0408223,2.35,4,3942815
257,3,6.0497117,6.038681,-2.4952374,6.3060684,6.0607424,-4.2952375,5.897516,4,3945818
258,3,6.0913897,6.0941005,4.554763,5.4553833,6.0886784,1.6047627,3.1673317,4,3949402
259,3,6.060775,6.025808,3.1273344,6.15,6.0957417,0.004762674,0.022584205,4,3964077
260,3,6.0013514,6.005426,-4.7352,3.2,5.9972763,-5.505075,2.7,4,3967207
261,3,6.1290264,6.0751247,5.5047626,1.9180197,6.1829276,3.2547626,0.031184183,4,3973543
262,3,5.912548,5.915841,-2.9353302,0.1,5.9092555,-3.2452374,0.0020041717,4,3980593
263,3,6.0214496,5.985987,2.8547628,7.129547,6.056912,-3.9452374,6.2433925,4,3992991
264,3,6.081796,6.0747485,4.382949,5.75,6.0888433,-0.44523734,0.028544635,4,4000087
265,3,6.0305715,6.157484,5.304763,3.9742842,5.903659,-5.2952375,0.7834497,4,4002460
266,3,5.982567,6.0497513,0.1874131,7.9,5.9153824,-2.5952373,0.41909957,4,4007496
267,3,5.959631,5.9824886,1.8197784,7.6,5.936774,-2.4952374,0.041036267,4,4018219
268,3,6.087472,6.0563235,1.4047626,4.7901707,6.118621,0.35476267,4.284985,4,4029604
269,3,6.1316795,6.168374,2.4384081,1.35,6.0949855,0.6547627,0.033041634,4,4032961
270,3,5.918439,5.9306273,-2.2952373,2.2542014,5.9062505,-5.2952375,0.8126124,4,4037148
271,3,6.0006833,5.9893456,2.9547627,7.0728693,6.0120215,-3.0952373,6.9621086,4,4068000
272,3,6.1493745,6.151806,5.054763,4.5529175,6.1469426,3.0547626,2.5915105,4,4075733
273,3,6.0480585,6.147179,5.0047626,4.682581,5.948938,-5.445237,1.5082512,4,4078059
