trace_id,face_id,x_face,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,set_id,parent_fracture_id,normal_x,normal_y,normal_z
291,4,9.014392,8.994386,-5.153798,4.35,9.034399,-5.181,3.9,1,163519,-0.36512542,0.92667496,-0.08920148
292,4,8.960117,8.970395,-4.3952374,1.8521657,8.94984,-4.436323,1.45,1,220931,-0.26008376,0.9618511,-0.084846
293,4,8.976361,8.956499,3.523485,1.4,8.996223,2.7497163,0.2,1,261068,-0.12817131,0.831445,-0.54062134
294,4,8.926865,8.969829,4.741657,5.2,8.883901,4.579798,1.65,1,297988,-0.30060092,0.95306224,-0.036214486
295,4,9.020042,9.01995,2.9047627,7.118626,9.020134,2.7011385,6.5,1,304050,-0.24040547,0.9221968,-0.3029163
296,4,9.009007,9.063352,-0.5157178,7.9,8.954663,-0.04136371,6.7,1,385756,-0.43181834,0.82475716,0.36511448
297,4,8.997858,9.037493,-2.5931642,2.2,8.958223,-2.8490674,0.05,1,531454,-0.60740906,0.7910734,-0.072505765
298,4,8.998369,8.9601965,-3.4452374,4.819527,9.036542,-1.9811226,2.65,1,551616,-0.7088905,0.5960125,0.3771517
299,4,9.010436,9.01109,2.099936,7.5,9.009782,2.1146166,7.3,1,687769,-0.050107133,0.99601084,0.07383526
300,4,8.916291,8.886873,-0.7952373,0.04918585,8.94571,-0.24523732,1.2611268,2,798577,0.9684188,-0.2407627,0.064795464
301,4,9.025735,9.002255,-0.09211018,7.35,9.049214,0.056548316,7.95,2,812607,0.8565889,-0.5117978,0.06571493
302,4,8.906469,8.909065,1.2608567,3.35,8.903873,0.6527855,4.15,2,867397,0.86613977,-0.39951625,-0.30031437
303,4,8.926875,8.937992,3.3047626,2.33663,8.915757,-0.29523733,5.533924,2,1083443,0.9486728,-0.21312489,-0.23366158
304,4,9.004799,8.998506,-3.4452374,3.6326983,9.011092,-1.9359912,5.8,2,1111309,0.8492079,-0.43575433,0.29826865
305,4,8.993735,8.992225,1.4275957,6.2,8.995247,1.09912,7.8,2,1295092,0.90200126,-0.42282444,-0.0872537
306,4,9.041188,9.036869,-1.1452373,7.6862917,9.0455065,-1.0635355,7.85,2,1319777,0.97738314,-0.20778035,0.03936435
307,4,9.038355,9.018424,-0.56783754,7.3,9.058285,-0.11159529,7.95,2,1380767,0.8931414,-0.39164096,0.2211691
308,4,8.978142,9.048717,-5.3959436,2.75,8.907568,-4.8682733,0.05,2,1466940,0.9299433,0.3669841,0.022980934
309,4,8.969417,9.003093,3.199045,0.6,8.93574,3.3867428,2.15,2,1547062,0.9250354,-0.36975408,0.08712865
310,4,9.038571,9.0400715,3.6047628,0.0521136,9.037071,3.6033692,0.05,2,1668504,0.99538666,0.08090959,-0.05156531
311,4,8.956684,8.945153,-1.489753,0.05,8.968215,-1.57899,0.3,2,1740059,0.69916755,-0.65123504,-0.2950554
312,4,8.96657,8.945353,-5.301959,0.9,8.987788,-2.1581652,7.5,2,1918946,0.8057811,-0.5367616,0.25020748
313,4,8.98165,8.961078,-3.6952374,6.5179286,9.002223,-2.5452373,6.7346306,2,1956217,0.9956118,-0.049537994,0.079392344
314,4,9.025015,8.986626,-1.2819744,6.0,9.063405,-0.5931779,7.9,2,2089558,0.8742331,-0.46678168,0.13353385
315,4,9.012339,8.993776,3.3547628,5.284162,9.030902,2.0047626,6.1015244,2,2426983,0.9140291,-0.1916552,-0.3575179
316,4,9.021846,9.069341,5.033428,0.05,8.97435,4.423916,5.7,3,2573061,-0.6834909,-0.7244517,-0.08949826
317,4,9.003789,8.944173,1.2047627,0.009607677,9.063405,-0.5519927,7.9,3,2673183,-0.49852937,-0.847721,-0.18121165
318,4,8.994869,9.005123,-1.02707,2.15,8.984614,-1.1102527,3.05,3,2675350,-0.41589773,-0.90448564,-0.09452385
319,4,9.049039,9.036465,-5.2589936,2.55,9.061613,-5.3794756,3.35,3,2902593,-0.33147678,-0.93443644,-0.13019885
320,4,8.915021,8.903682,0.96070844,3.75,8.92636,0.14356618,6.2,3,2962916,-0.4496415,-0.848537,-0.27893975
321,4,9.001935,8.998931,-2.4688401,0.5,9.004939,-3.3214974,2.55,3,3037062,-0.8370232,-0.5060501,-0.20809954
322,4,8.992562,8.9606285,4.1547627,1.0915161,9.024495,2.047559,4.9,3,3268815,0.2936939,-0.8341445,-0.46684778
323,4,8.95016,8.9229765,-3.4278634,0.05,8.977344,-4.4329295,1.95,3,3396781,-0.6882742,-0.6490372,-0.32408234
324,4,9.024872,9.048472,-2.3452373,2.0822692,9.001271,-1.6430783,3.6,3,3410561,-0.14611207,-0.89955246,0.41165105
325,4,8.901151,8.873755,4.1331205,2.45,8.928546,5.054763,4.57034,3,3490873,-0.4976806,-0.7904737,0.3570229
326,4,8.943335,8.893293,0.45108855,0.05,8.993375,1.4026942,7.75,3,3547316,-0.399124,-0.90934086,0.117470264
327,4,8.979998,8.984163,3.7727199,5.35,8.975832,3.9297535,6.05,3,3565370,-0.01188366,-0.97571075,0.21874033
328,4,8.991745,8.980995,-2.6702063,0.3,9.002495,-1.7252975,4.2,3,3617869,0.03813823,-0.9712178,0.23512009
329,4,9.010488,9.009734,-1.8586127,5.1,9.01124,-1.9221066,5.95,3,3720968,-0.74784017,-0.66217357,-0.047552615
330,4,9.014852,9.015641,3.1547627,0.046318106,9.014061,3.2743816,0.3,3,3723109,-0.41992727,-0.8209219,0.38697332
331,4,9.014709,9.013952,2.9382515,5.3,9.015467,2.827409,6.8,3,3756072,-0.41755635,-0.90623456,-0.0662237
332,4,8.947173,8.944278,3.5235045,1.6,8.950068,4.2071424,4.25,3,3777444,-0.6849733,-0.7050278,0.18370466
333,4,8.939921,8.9691725,-4.0452375,4.3788314,8.910669,-4.5656238,5.2,3,3803364,-0.2357501,-0.8134557,-0.5317064
334,4,9.025503,9.078929,4.5788856,0.05,8.972078,4.729717,0.8,3,3814986,-0.8778428,-0.47798592,-0.030356951
335,4,9.0077,9.011092,-1.9047219,5.8,9.004309,-1.5814441,6.3,3,3851944,-0.6699671,-0.62739366,0.39688954
336,4,8.87663,8.88154,5.5047626,2.1524513,8.87172,5.2323017,2.0,4,3877443,0.3916162,0.4393093,-0.8084826
337,4,8.931275,8.936971,5.0047626,4.6690483,8.925581,-1.2952373,0.034067504,4,3878550,0.28064314,0.56850064,-0.7733346
338,4,8.9932575,8.975991,4.2047625,5.040338,9.010524,-4.0452375,3.6869454,4,3912446,0.5335413,0.13895349,-0.8342815
339,4,8.984721,8.968373,4.7547626,5.201959,9.001069,2.5547626,4.5738077,4,3918569,0.21547037,0.2710503,-0.9381387
340,4,8.963876,8.9519005,4.9047627,4.851262,8.975851,2.5547626,3.9359608,4,3930309,-0.32522297,0.34024343,-0.88230634
341,4,8.927456,8.946199,-0.24523732,2.1688833,8.908711,-5.0452375,0.02950294,4,3931480,-0.059814893,0.40674034,-0.9115835
342,4,8.993252,9.022833,2.7047627,7.233422,8.963671,-0.7952373,6.271156,4,3933064,-0.016284097,0.26531777,-0.96402353
343,4,8.983079,9.001029,0.9047627,7.8684244,8.965129,-5.0452375,4.6139975,4,3934136,0.17523141,0.47157723,-0.8642389
344,4,9.019324,8.997873,1.6547626,7.6603065,9.040776,-5.445237,2.6446393,4,3938383,-0.40469712,0.5259121,-0.7480887
345,4,8.935022,8.973524,4.2547626,5.8666945,8.896522,-4.1452374,0.011655182,4,3942815,-0.049945775,0.5714164,-0.819139
346,4,8.960653,8.974926,4.4047627,5.657146,8.946381,1.8047627,3.638386,4,3949402,0.086918645,0.61045116,-0.7872703
347,4,8.894082,8.89116,5.2547626,4.100368,8.897003,5.1547627,4.086653,4,3958105,0.075159,0.14090124,-0.98716664
348,4,8.919675,8.964909,1.933031,3.9,8.874442,-0.026759975,0.05,4,3964077,0.0145775685,0.89094853,-0.45387024
349,4,8.933709,8.880408,5.5047626,2.68343,8.98701,2.3547628,0.029723397,4,3973543,0.2034173,0.6348491,-0.7453778
350,4,8.944277,8.943202,-4.945237,1.0588914,8.945353,-5.3452373,0.93925184,4,3980593,0.44473234,0.26084653,-0.8568385
351,4,8.967356,8.972569,4.1547627,6.012167,8.962142,0.9047627,5.244488,4,3982313,-0.09202796,0.22917593,-0.9690249
352,4,8.943753,8.975271,3.9047627,6.305681,8.912236,-4.7452374,5.228402,4,3992991,-0.3026298,0.12003308,-0.94551957
353,4,8.924773,8.973139,4.31908,5.85,8.876408,-0.5952373,0.019999545,4,4000087,0.03907703,0.76369965,-0.6443879
354,4,8.983277,8.961264,4.8547626,5.065664,9.005291,-5.4952374,2.0771618,4,4002460,0.38612148,0.25744408,-0.885795
355,4,9.033299,9.051075,-0.9095356,7.85,9.015525,-2.7115252,3.05,4,4007496,0.3179518,0.88674986,-0.3355314
356,4,8.965416,9.031858,0.31576785,7.9,8.898973,-4.1169806,0.05,4,4018219,0.43005288,0.7830122,-0.44938445
357,4,8.976508,8.991938,3.5047626,6.6565657,8.961078,-3.6952374,6.532871,4,4068000,-0.14042372,0.017586663,-0.9899353
358,4,8.92558,8.925975,5.067886,4.5,8.925185,4.9547625,4.389,4,4075733,-0.016933672,0.7001151,-0.71382916
359,4,9.016652,8.974116,3.9547627,6.2197366,9.059189,-5.3958516,3.55,4,4078059,0.53043395,0.23709075,-0.81389666
360,4,8.879642,8.878833,5.4547625,1.737772,8.880451,4.554763,1.7286234,4,4078466,-0.0037835897,0.010164472,-0.9999412
361,4,8.914868,8.917358,-0.42089447,3.3,8.912378,-3.5952373,0.035642266,4,4080215,0.099248774,0.71338207,-0.6937116
362,4,8.983248,8.993375,1.3591284,7.75,8.973121,1.2404233,7.25,4,4092658,-0.22217998,0.9505415,-0.21704118
363,4,8.9224205,8.92128,1.4547627,3.2828124,8.923562,-3.3952372,0.005606302,4,4140642,-0.311821,0.53185946,-0.78733295
364,4,9.0329895,9.078929,4.578159,0.05,8.987051,4.3314166,0.8,5,4206539,-0.81200606,-0.51719755,-0.27046776
365,4,8.918719,8.903487,4.1547627,1.614858,8.933952,3.4547627,1.9350009,5,4408230,-0.7557869,-0.29922137,-0.5824541
366,4,8.991605,8.985127,1.5810605,6.9,8.998082,0.9359484,7.85,5,4598760,-0.39999667,-0.7608965,-0.51091987
367,4,8.980148,8.981108,2.6872163,2.35,8.979189,2.1025586,4.1,5,4835805,-0.94092596,-0.32119593,-0.10719839
